CreditScore,AnnualIncome,LoanAmount,LoanDuration,Age,EmploymentStatus,MaritalStatus,NumberOfDependents,EducationLevel,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,InterestRate,PaymentHistory,SavingsAccountBalance,CheckingAccountBalance,InvestmentAccountBalance,RetirementAccountBalance,EmergencyFundBalance,TotalAssets,TotalLiabilities,NetWorth,LengthOfCreditHistory,MortgageBalance,RentPayments,AutoLoanBalance,PersonalLoanBalance,StudentLoanBalance,UtilityBillsPaymentHistory,HealthInsuranceStatus,LifeInsuranceStatus,CarInsuranceStatus,HomeInsuranceStatus,OtherInsurancePolicies,EmployerType,JobTenure,MonthlySavings,AnnualBonuses,AnnualExpenses,MonthlyHousingCosts,MonthlyTransportationCosts,MonthlyFoodCosts,MonthlyHealthcareCosts,MonthlyEntertainmentCosts,LoanApproved
704,70055.0,9866.88,13.0,52,Unemployed,Single,1,High School,Mortgage,573,0.8721180068224841,2,6,0.3630205598262874,0,Other,0,0.0620191204353229,19,6550,2980,9406,36865,2654,151097,32330,93177,4,197233,1563,8348.285585775011,821,9586.092483166798,0.6795498290254952,Uninsured,Insured,Uninsured,Uninsured,0,Self-Employed,20,500,4712,35514,1079,414,245,250,39,1
301,40318.4,18453.0,4.5,52,Unemployed,Single,2,High School,Own,385,0.1132166461568943,7,7,0.560967471235363,0,Other,0,0.1580899945987502,11,4862,4652,5080,34552,6493,136458,65923,49235,14,248248,1492,1507.0,4743,17309.0,0.9092647008796112,Insured,Uninsured,Uninsured,Insured,2,Public,5,573,8967,26740,890,624,556,194,58,0
705,52009.0,15022.080000000002,6.0,45,Self-Employed,Married,0,Associate,Own,351,0.2354804222057095,7,7,0.3108147322928604,0,Other,0,0.2118120042142935,6,2691,1068,5246,43008,3211,125701,44668,11836,10,111323,1136,8273.055473260143,5973,11635.856308776052,0.1288044473446606,Uninsured,Insured,Uninsured,Uninsured,4,Public,26,134,6645,39169,494,436,422,186,82,1
424,56637.600000000006,20167.0,2.7,48,Unemployed,Widowed,4,High School,Mortgage,520,0.094440601946267,5,1,0.3605426187252866,1,Other,0,0.0189052189560463,6,4488,1717,10244,18095,2142,102667,73225,82090,24,167448,862,7767.0,6600,18643.0,0.3153584539812245,Uninsured,Insured,Insured,Insured,1,Other,22,934,3849,45993,668,400,585,145,45,0
513,57829.600000000006,17171.0,3.6,44,Self-Employed,Married,4,Master,Own,758,0.1859998303086805,5,2,0.1363159467221923,0,Auto,0,0.1144007506289424,21,-1065,2711,6534,35360,2294,130759,29377,90862,13,183958,1226,8098.0,4282,-1998.0,0.3645801503295152,Insured,Insured,Uninsured,Insured,0,Private,7,575,6216,20569,407,287,13,148,132,0
428,58157.600000000006,27178.0,3.6,50,Self-Employed,Single,2,High School,Other,686,0.8936103977494868,9,6,0.7838576596266512,0,Other,0,0.0707641466288219,10,5431,956,20209,34868,1598,-4732,82119,70978,12,152509,1262,15527.0,3065,18738.0,0.017192924553914,Insured,Uninsured,Insured,Uninsured,0,Other,0,615,5548,36364,1007,214,602,290,73,0
513,58018.0,8482.560000000001,8.0,58,Employed,Married,4,Master,Own,259,0.0715301258922549,5,0,0.4709040324542757,0,Auto,0,0.2121376966005417,12,5571,964,11856,37228,2215,127112,58497,65962,28,183409,1233,14356.16237121245,4434,16121.68291244806,0.4124788720395533,Insured,Uninsured,Uninsured,Insured,3,Private,20,667,4480,38483,717,202,452,175,143,1
461,28193.6,20812.0,5.4,37,Self-Employed,Single,0,Master,Rent,513,0.3682823975434101,8,1,0.9322606739779404,0,Education,0,0.2358050613379709,10,6983,2250,5726,33781,1803,34713,60006,37144,10,89367,1154,18748.0,5600,28186.0,0.1439337544429177,Uninsured,Insured,Insured,Uninsured,3,Public,12,551,3879,31702,1325,878,319,237,80,0
671,38292.8,16843.0,18.0,31,Employed,Divorced,1,Bachelor,Rent,-52,0.8092155681772251,3,3,0.5007241056207775,0,Other,0,0.1892715773059615,10,6248,1183,20710,24922,2329,126564,37357,18693,0,114593,1029,13491.0,4009,22315.0,0.1916744645400294,Uninsured,Uninsured,Insured,Uninsured,3,Private,1,805,2621,17017,1362,143,524,167,102,0
361,47915.2,24766.0,7.2,46,Employed,Widowed,4,Master,Other,588,0.6000105634324276,12,6,0.1934153201646896,0,Home,1,0.1978121596517344,16,4397,2595,16088,35637,6002,47124,62103,50181,19,200828,906,11924.0,4422,16377.0,0.0869599850607562,Uninsured,Insured,Uninsured,Insured,0,Public,1,-133,4318,14698,1098,165,226,329,50,0
325,37961.6,19225.0,2.7,48,Self-Employed,Widowed,3,High School,Other,721,0.8104949653487656,4,2,0.1729515486325741,0,Other,0,0.1107261723514172,29,1308,1201,9839,24286,1045,96328,70592,31927,0,163182,1069,5959.0,4311,24660.0,0.6752333281963286,Uninsured,Insured,Uninsured,Insured,1,Public,16,609,10657,16884,905,279,89,93,115,0
336,26472.800000000003,19150.0,14.4,47,Unemployed,Married,3,Doctorate,Mortgage,292,0.6816461669127054,6,0,0.3479825826206406,0,Auto,0,0.0657849713296967,16,4250,2013,19227,42834,3121,47570,67502,34700,20,160669,1380,5345.0,5566,24148.0,0.6624972979752541,Insured,Insured,Uninsured,Uninsured,1,Private,4,299,6196,33826,1424,309,410,219,32,0
367,42814.4,12902.0,16.2,41,Unemployed,Divorced,2,Bachelor,Rent,311,0.785693873013391,12,2,0.9314896013551034,0,Home,0,0.2989160148539763,17,8940,1745,3960,36166,2158,136348,25389,53264,14,135146,279,6173.0,6162,18956.0,0.8799591193963328,Uninsured,Insured,Insured,Uninsured,0,Public,4,806,6164,26861,1247,264,336,316,131,0
472,59144.0,21546.0,11.7,52,Employed,Married,2,High School,Mortgage,-54,0.5176109333180423,7,5,0.4828680309875187,0,Auto,0,0.1242792356015049,18,2583,3097,15657,37587,90,38654,45653,50936,5,139324,1103,3179.0,3879,4050.0,0.4117688019762653,Insured,Uninsured,Uninsured,Insured,4,Private,10,792,5910,24639,980,452,517,281,237,0
767,47580.0,10639.36,6.0,45,Unemployed,Divorced,3,Doctorate,Mortgage,548,0.6852922511457076,13,7,0.5203819328405974,0,Auto,0,0.1356030781107554,1,3429,3152,16629,38772,3498,89702,6750,39304,13,146155,944,11028.734494679791,4393,8635.741074775755,0.9520403540473152,Insured,Uninsured,Uninsured,Insured,1,Public,5,641,3527,36298,343,355,372,256,77,1
686,65629.6,22754.0,22.5,36,Employed,Divorced,0,Bachelor,Other,331,0.1291337892195677,3,8,0.8292769219232293,0,Other,0,0.0423476527925134,18,7735,139,14572,27766,4400,78336,48742,76069,17,220651,1292,6109.0,5384,30043.0,0.4247501135357177,Insured,Insured,Uninsured,Uninsured,0,Other,8,791,3760,30908,740,281,130,6,54,0
492,44852.8,9889.0,10.8,40,Unemployed,Single,2,Master,Other,68,0.289574213231314,7,4,0.0529671225482996,0,Auto,0,0.0901602711755475,14,3827,1260,12663,40873,1246,146000,60899,73006,1,133397,786,5651.0,6465,27333.0,0.7089531653650912,Insured,Insured,Insured,Uninsured,0,Public,18,603,6102,33186,463,121,586,279,135,0
359,53823.2,10376.0,10.8,47,Unemployed,Single,2,Associate,Other,458,0.4337939814016995,4,1,0.8098813541873822,0,Other,0,0.174499835068324,3,12679,2179,10790,19870,3299,63656,72280,39949,13,136158,510,17951.0,6515,28948.0,0.1706560816103434,Uninsured,Insured,Insured,Uninsured,1,Public,13,611,6140,41272,851,437,579,93,35,0
794,56787.0,10761.6,5.0,52,Unemployed,Single,0,Master,Mortgage,942,0.1273320541058299,6,8,0.1431060337079226,0,Debt Consolidation,0,0.1372954283365168,17,8715,1412,4537,7041,4414,41376,38975,70142,27,155195,704,4609.348993786023,4129,9514.711154996045,0.2444508732006035,Uninsured,Uninsured,Uninsured,Insured,2,Private,32,822,2285,18761,1210,303,433,117,95,1
589,47230.4,24415.0,9.9,48,Employed,Married,1,High School,Rent,781,0.2935918090931517,14,4,0.3189184260462743,0,Other,0,0.2325652159783034,29,2041,2575,5277,19656,3194,72970,24986,88673,19,117348,966,15412.0,2460,7343.0,0.2837773134444442,Insured,Insured,Insured,Uninsured,4,Private,28,316,4405,30108,1613,336,330,203,37,0
451,37305.6,21584.0,7.2,33,Unemployed,Married,2,Associate,Mortgage,406,0.6999574546913198,4,3,0.4078476052958369,0,Debt Consolidation,0,0.0775539477789836,21,7254,1381,11283,-1168,5928,10974,35330,42268,2,144071,1390,3309.0,6644,31271.0,0.8379115833895004,Uninsured,Insured,Uninsured,Insured,3,Other,3,170,7058,23551,1085,102,508,233,68,0
371,54202.4,16571.0,8.1,56,Self-Employed,Single,0,Master,Own,628,0.9788349651374576,14,2,0.6878076291244893,0,Debt Consolidation,0,0.2994414994394698,27,7708,2357,8195,15477,3715,72642,41065,78507,21,130479,1726,20203.0,7242,20802.0,0.7190908730959761,Insured,Insured,Insured,Uninsured,2,Private,35,749,3833,25867,953,343,463,345,97,0
675,64544.0,11384.320000000002,14.0,28,Unemployed,Single,4,Master,Mortgage,258,0.1165233829137711,2,5,0.0824822495231279,0,Education,0,0.206863282636498,7,1245,3249,-944,36064,3335,180383,42113,40387,6,140386,346,5260.841768164788,6014,25852.63750278492,0.1841677791324336,Insured,Insured,Uninsured,Insured,0,Public,2,402,4219,23689,1483,273,-199,369,139,1
517,79786.0,16122.880000000005,12.0,49,Self-Employed,Married,1,Master,Mortgage,481,0.2387293096456237,11,1,0.169430343652704,0,Home,0,0.1168903204553766,5,6554,-497,13306,34767,1601,137534,51439,63915,28,174328,1130,14809.04764855196,5623,12970.407218792046,0.7333678175508495,Uninsured,Uninsured,Insured,Insured,2,Other,20,671,5289,38917,1009,392,160,215,55,1
396,51277.600000000006,26980.0,5.4,49,Self-Employed,Widowed,0,Master,Other,469,0.9542036104074374,5,0,0.1945646711317236,0,Auto,0,0.224823021074238,8,5981,1360,4769,37672,3849,159436,26115,62799,5,157246,663,10408.0,7415,16224.0,0.804165092706157,Insured,Uninsured,Insured,Uninsured,2,Other,6,373,2890,19313,571,320,393,137,-1,0
371,32836.0,17224.0,13.5,46,Unemployed,Widowed,4,Associate,Other,470,0.3348675532002562,8,7,0.3854398268049751,0,Other,0,0.1356023796051617,3,6686,1576,18324,39481,7370,-4744,37938,90835,22,81031,1341,-817.0,4796,25038.0,0.2872427984416928,Uninsured,Insured,Insured,Uninsured,3,Self-Employed,21,600,4856,28596,1537,298,610,261,112,0
406,51805.600000000006,9932.0,3.6,55,Employed,Single,3,High School,Mortgage,565,0.5540333747175621,0,5,0.0662401832908599,0,Other,0,0.1811481626295016,23,703,2630,21229,31299,422,31134,53569,53931,8,-4301,1022,7287.0,3146,14906.0,0.0314613781708982,Uninsured,Insured,Uninsured,Insured,2,Private,30,798,7809,33501,638,188,206,117,96,0
584,22375.2,18242.0,12.6,46,Unemployed,Single,1,High School,Other,-30,0.3618633088836386,4,5,0.0367814212621606,0,Other,0,0.1346328197022339,22,5912,1860,2155,38709,-1211,51116,80097,51363,4,94188,1462,12420.0,3959,33797.0,0.2163978635362251,Insured,Uninsured,Insured,Uninsured,1,Other,0,417,5457,26849,829,536,795,319,47,0
334,38166.4,19240.0,10.8,48,Self-Employed,Married,4,Doctorate,Other,330,0.5315752617234288,9,1,0.5225488909079204,0,Debt Consolidation,0,0.1564887582111074,2,4897,2061,8255,59883,1899,143453,37096,78539,27,152990,892,12724.0,8554,38969.0,0.8472137062032842,Uninsured,Uninsured,Insured,Uninsured,2,Private,4,460,5201,13739,1155,65,460,89,114,0
498,12732.0,16345.0,8.1,56,Self-Employed,Widowed,4,Doctorate,Other,327,0.8261351048853867,2,5,0.8715504979004505,0,Auto,0,0.1714734546903596,24,5278,2486,9971,39809,3180,71454,51557,30447,17,143671,759,7076.0,8194,18312.0,0.1803218171936762,Uninsured,Uninsured,Uninsured,Insured,2,Self-Employed,27,94,2631,40987,1402,473,359,360,87,0
525,63907.2,26835.0,9.9,47,Employed,Widowed,2,Associate,Mortgage,447,0.1239848707698397,12,9,0.3167853993133973,0,Other,0,0.1076694300107855,25,4240,822,5571,34893,999,188807,-3180,94501,11,162125,844,14537.0,1663,18117.0,0.6907354600192477,Uninsured,Insured,Uninsured,Insured,3,Public,21,779,4629,35673,69,69,269,10,-47,0
488,48856.0,20332.0,3.6,54,Self-Employed,Widowed,4,Bachelor,Other,554,0.9608734271301264,13,0,0.7570609336571145,0,Home,0,0.2271048120660685,23,7073,1243,7427,33726,2300,55756,74466,85548,5,106867,1073,12358.0,7642,28249.0,0.8724767098875406,Uninsured,Uninsured,Uninsured,Uninsured,4,Private,27,974,2433,25936,1709,200,537,232,84,0
432,39349.600000000006,18111.0,5.4,32,Unemployed,Divorced,3,Master,Other,631,0.9245435249443338,11,8,0.835509164219808,0,Education,0,0.2477185808406187,26,6970,281,15037,-2594,4058,103334,17643,106281,11,182698,1174,13117.0,6270,30121.0,0.4858841271444466,Uninsured,Uninsured,Insured,Uninsured,1,Public,9,470,5454,37700,479,524,324,98,95,0
737,58496.8,16372.0,6.3,43,Employed,Divorced,4,High School,Other,502,0.214497787941754,12,1,0.7134789669694888,0,Debt Consolidation,0,0.0756212508195142,3,5726,2028,9579,29459,3906,45073,68788,33157,11,122973,549,16703.0,2725,17185.0,0.4666107340640891,Insured,Insured,Insured,Uninsured,3,Public,12,588,5739,34217,1053,548,744,208,124,0
467,56308.8,22599.0,10.8,49,Employed,Married,0,Doctorate,Other,596,0.2971014366552932,8,9,0.7403477275803174,0,Other,1,0.1233126950110817,24,4504,1383,4998,23506,3175,73642,89062,61048,19,98940,1232,3346.0,6112,11542.0,0.1408389205944999,Uninsured,Uninsured,Uninsured,Insured,1,Other,9,1078,8680,34971,1558,246,64,338,161,0
444,44133.600000000006,11948.0,6.3,50,Unemployed,Widowed,3,Master,Rent,148,0.3628578486134062,2,6,0.610041268935701,0,Home,0,0.2229309669837607,12,6037,2788,11031,47803,2168,71633,34943,19966,9,146485,870,12096.0,3594,16805.0,0.885224744677641,Uninsured,Insured,Uninsured,Insured,3,Private,14,785,9616,41294,1236,270,518,355,166,0
439,53965.600000000006,23516.0,7.2,41,Employed,Married,2,Master,Mortgage,399,0.2075274837305011,9,1,0.1524438503839826,0,Other,0,0.2929923903000459,19,3768,1273,8716,38237,2084,128709,42912,21811,9,234415,1139,7789.0,5026,11591.0,0.9904784204061894,Insured,Insured,Insured,Uninsured,1,Public,2,376,3116,36177,1086,405,642,109,110,0
524,63041.0,13201.280000000002,6.0,61,Employed,Single,3,Associate,Other,152,0.6593530302522337,11,5,0.059590493531432,0,Other,0,0.1767312700464757,21,-1640,1828,11202,17243,2807,90936,-844,52892,0,147461,805,9672.335566036703,2383,30337.06447257123,0.9417729015380828,Insured,Uninsured,Uninsured,Insured,0,Other,23,552,2985,40511,1410,167,27,191,184,1
428,60640.8,10303.0,19.8,40,Employed,Widowed,4,Master,Own,648,0.0867463093476158,8,9,0.5145531239918604,1,Other,0,0.0449696506385877,5,5844,1206,13888,37619,-1459,91399,26958,56566,19,93055,589,6567.0,8581,18482.0,0.247196686515135,Insured,Insured,Insured,Uninsured,3,Self-Employed,15,699,5869,21360,625,424,224,22,73,0
379,30744.0,15602.0,9.9,43,Unemployed,Single,0,Bachelor,Mortgage,188,0.9098477893962892,10,5,0.5241043733404517,0,Other,0,0.0147164686068926,1,2894,1792,12202,21994,289,105922,91557,-17995,2,246951,917,3576.0,4231,19422.0,0.9781549995263368,Uninsured,Uninsured,Insured,Uninsured,3,Private,15,555,3944,19562,1178,449,837,136,83,0
686,63435.2,23806.0,20.7,36,Self-Employed,Single,3,Bachelor,Other,58,0.4986738777716589,1,1,0.3209864916373492,0,Other,0,0.1635479946556033,21,1081,759,10579,10732,5280,97155,50689,79933,10,88151,740,3862.0,4990,25277.0,0.7704752972903756,Insured,Uninsured,Insured,Uninsured,0,Private,16,277,5520,20534,1077,545,377,381,95,0
704,67593.0,15639.04,5.0,56,Self-Employed,Widowed,2,Master,Other,795,0.7303364138853963,11,5,0.3305180896735421,0,Other,0,0.0799053724006966,21,1980,3301,13095,25205,1901,111161,75790,15107,9,199684,1142,6627.772912559958,7253,24786.81629882353,0.654954433873982,Uninsured,Uninsured,Insured,Insured,0,Private,35,369,4457,49990,1715,205,405,127,99,1
322,60500.0,15985.0,14.4,42,Employed,Single,3,Master,Other,280,0.545008611072642,14,9,0.6938157306457766,0,Home,0,0.046130534153273,27,4021,3119,14594,15439,5777,45814,45965,26680,3,101070,1127,7314.0,4999,22982.0,0.9936606743924112,Uninsured,Uninsured,Uninsured,Insured,2,Other,21,816,4688,32246,1463,227,408,229,209,0
740,34113.6,5220.0,8.1,46,Self-Employed,Divorced,4,High School,Rent,541,0.4118603399918286,2,0,0.4608136701085155,0,Other,0,0.0163480861489529,14,3489,4057,3627,35823,-1576,160111,42137,7222,23,136333,564,16603.0,3782,44962.0,0.8048571819753292,Insured,Insured,Insured,Insured,4,Self-Employed,25,894,8073,27967,1062,414,252,56,175,0
846,48118.4,13457.0,9.0,52,Self-Employed,Widowed,0,High School,Rent,526,0.7382246296744406,0,6,0.3857369097559163,0,Other,0,0.2615699214403152,24,6871,3282,10359,54816,5087,197024,39590,60500,3,188711,811,9910.0,8779,13755.0,0.3389225759012858,Uninsured,Insured,Insured,Uninsured,2,Public,7,490,1628,25329,1078,233,594,220,83,0
750,36558.0,14373.760000000002,7.0,34,Self-Employed,Widowed,2,Associate,Mortgage,789,0.5694972270784417,4,3,0.3501815400650829,0,Education,0,0.0719847231410777,5,4996,1449,9233,24091,2942,47635,5718,52302,16,205504,1454,8446.83703316949,3182,26455.879707522094,0.9930344296856224,Insured,Insured,Insured,Insured,4,Self-Employed,7,951,6804,36738,1553,489,629,287,52,1
546,37135.2,19880.0,3.6,60,Unemployed,Divorced,2,Associate,Other,412,0.5360468107652961,12,9,0.7923295478429732,0,Other,0,0.2093505384847753,12,2092,2015,696,14096,520,168392,32092,36197,27,147391,729,2051.0,7317,6792.0,0.4686884037652886,Uninsured,Insured,Uninsured,Uninsured,3,Public,39,-80,5760,23513,1070,197,251,100,110,0
700,65118.0,13717.120000000004,5.0,46,Employed,Married,3,Associate,Other,326,0.0126510406494079,10,1,0.0535408457516963,0,Other,0,0.1001016409921919,18,5572,876,16874,21890,3714,88080,58658,59874,5,217256,1425,9383.451933979608,3852,17599.696295748417,0.1726250261624314,Uninsured,Uninsured,Uninsured,Insured,4,Public,0,269,1676,49357,1323,250,492,36,162,1
333,51064.0,16097.0,4.5,49,Self-Employed,Married,0,Bachelor,Other,612,0.3018321114279056,4,7,0.4183006448363711,0,Home,0,0.0801604585580847,1,2087,2828,10499,58603,1157,161301,83854,76408,3,118296,1059,12238.0,2297,24857.0,0.0253468689596252,Uninsured,Insured,Uninsured,Uninsured,4,Other,17,627,2941,17043,713,479,266,145,145,0
468,44148.0,21333.0,13.5,42,Unemployed,Married,2,Bachelor,Mortgage,308,0.5047316336201507,10,2,0.971174478478986,0,Auto,0,0.2603381651248251,25,7879,860,1251,17680,4502,230835,75896,72331,18,97215,1176,18939.0,3754,-831.0,0.3544538327685982,Insured,Insured,Insured,Insured,0,Private,3,816,6392,55989,1026,168,529,209,185,0
618,48004.8,24174.0,9.0,25,Unemployed,Widowed,0,Associate,Rent,523,0.6268682334661732,5,1,0.1572475483958717,0,Other,0,0.2374243854260053,8,7360,930,23888,-14508,5930,139604,28165,39414,4,188125,1288,18895.0,4296,20235.0,0.3572637836915663,Uninsured,Uninsured,Uninsured,Insured,1,Private,5,58,3051,15733,1522,303,395,231,91,0
654,73603.0,10839.68,3.0,63,Unemployed,Single,3,Master,Rent,892,0.3297533869484902,5,4,0.1100614778741833,0,Home,0,0.1079631824469089,4,4248,1807,16077,54070,2117,156702,39683,12694,23,159029,715,1687.4114237085114,4797,16957.964159154464,0.6790002242759374,Uninsured,Insured,Uninsured,Uninsured,1,Other,10,427,6721,35087,1388,243,334,68,50,1
718,21472.0,20538.0,6.3,38,Employed,Widowed,1,Associate,Other,236,0.1816389674214098,7,9,0.3504017706887343,0,Education,0,0.2322388360512342,7,5638,1372,16309,55876,5619,83205,40444,46234,7,144113,1983,10824.0,3699,21235.0,0.8817886742006672,Uninsured,Uninsured,Uninsured,Uninsured,3,Other,14,992,4550,12246,1435,222,307,245,124,0
680,43360.0,18176.0,0.9,52,Self-Employed,Divorced,4,Bachelor,Rent,560,0.3698793928379397,14,9,0.8815026317099075,0,Debt Consolidation,0,0.082405688453402,9,6006,2939,13328,56162,7191,94261,49152,25887,11,149763,518,12171.0,1247,20256.0,0.5728601098887771,Uninsured,Insured,Insured,Insured,0,Public,0,220,2897,30891,1222,169,512,300,120,0
842,83195.0,10296.96,17.0,40,Employed,Widowed,1,Associate,Own,555,0.6019122825454185,9,4,0.7102563759698604,0,Home,0,0.2403693575722606,19,6846,130,16707,26984,1898,144915,61666,49971,8,141412,985,-2704.52254490954,7441,21837.78770165133,0.7985891758781364,Insured,Uninsured,Insured,Uninsured,4,Public,12,197,2651,31069,915,494,349,163,128,1
773,46123.2,19131.0,6.3,51,Unemployed,Divorced,3,High School,Other,652,0.4667420386883085,11,8,0.6998339113749662,0,Auto,0,0.1833118279405152,14,2608,707,11705,23859,6995,71324,76049,33893,2,224011,1207,13732.0,2234,36073.0,0.4390956241813941,Uninsured,Uninsured,Uninsured,Insured,0,Other,31,112,1452,19391,1247,225,856,77,100,0
332,50001.600000000006,22042.0,0.9,44,Unemployed,Widowed,4,High School,Mortgage,825,0.9622847403768648,6,5,0.1272254433655315,0,Auto,0,0.2488207839983837,8,8173,2937,15109,23380,1109,157176,52653,26496,11,105422,815,6993.0,582,6618.0,0.9952053435504856,Uninsured,Insured,Uninsured,Insured,2,Self-Employed,23,781,5799,42965,1110,402,211,295,160,0
585,49607.2,31076.0,5.4,54,Employed,Single,3,Doctorate,Mortgage,820,0.7070802891190865,3,5,0.319789452811821,0,Home,0,0.1746360397119203,3,367,3965,11421,15054,4173,100433,74166,23944,21,133524,863,16024.0,124,39695.0,0.0881975943314954,Uninsured,Uninsured,Insured,Uninsured,1,Private,11,890,9275,27368,717,195,641,227,66,0
375,33053.6,14716.0,9.9,45,Self-Employed,Single,0,Master,Other,552,0.7956653005403576,9,9,0.2516386609196385,0,Other,0,0.269934694701901,1,5979,775,8050,9425,2835,104994,16268,28634,8,99707,1227,1098.0,4280,-2102.0,0.2561827826566618,Uninsured,Uninsured,Uninsured,Insured,4,Other,26,358,4345,31349,1511,398,599,251,127,0
755,72263.0,9784.320000000002,9.0,54,Employed,Single,2,Bachelor,Mortgage,919,0.4673328673692624,13,7,0.3896346504371926,0,Debt Consolidation,0,0.1943921225844305,3,4133,1835,3006,30463,6721,135925,-14313,60130,27,128716,990,4337.768287607346,3187,15356.08317696956,0.0185218928823288,Insured,Insured,Insured,Insured,0,Public,2,250,7024,41262,1058,363,574,33,81,1
689,50197.0,12040.320000000002,30.0,31,Employed,Divorced,2,Associate,Other,354,0.0471852003274607,10,9,0.3227326579553892,0,Auto,0,0.2887684884421469,27,6240,2928,11739,14129,5468,138440,43857,61846,3,102989,704,4715.423452431988,8269,24761.62288888092,0.0247241189705232,Uninsured,Uninsured,Uninsured,Insured,1,Self-Employed,11,141,5065,42714,697,484,294,194,209,1
477,41856.0,16138.0,4.5,42,Unemployed,Single,3,Associate,Rent,392,0.6831689506724575,2,0,0.1666341309035245,0,Other,0,0.0175929864806153,2,8207,1824,13362,46586,1721,104917,46629,63610,5,216628,652,8014.0,3070,18119.0,0.2642372142453401,Insured,Uninsured,Uninsured,Insured,0,Other,4,620,4956,26116,1816,340,395,189,-31,0
489,46252.8,19349.0,14.4,41,Employed,Single,3,Master,Other,516,0.0703033490498837,14,9,0.4860225048228517,0,Auto,0,0.2405051943260064,18,2018,1383,5571,25432,2390,87534,18984,45849,19,165391,615,16099.0,6279,12158.0,0.9257074841451504,Uninsured,Insured,Insured,Uninsured,4,Private,14,799,6857,22049,548,84,315,139,42,0
339,46418.4,27293.0,13.5,46,Unemployed,Divorced,2,Bachelor,Other,670,0.0751505704084627,10,1,0.9150954207462482,0,Other,0,0.1370575755595448,27,6379,2634,10536,20974,1573,83863,71424,-9175,15,115030,1465,13907.0,5083,21513.0,0.1057156184629691,Uninsured,Insured,Uninsured,Insured,1,Self-Employed,23,742,4594,43815,786,265,496,47,142,0
426,63179.2,22811.0,9.9,46,Self-Employed,Single,3,High School,Mortgage,184,0.544611464888141,12,1,0.7077815785131988,1,Debt Consolidation,0,0.0213021456519953,28,9663,1009,5953,37349,2940,94948,96444,55373,14,167687,421,15917.0,3889,18747.0,0.7526567754596367,Insured,Insured,Insured,Uninsured,3,Private,28,720,5233,32974,1775,253,1,204,115,0
794,39009.6,8285.0,1.8,56,Unemployed,Single,1,Associate,Own,489,0.6597689647475927,3,9,0.0425574247541874,0,Other,0,0.1170095701157902,25,4621,2161,21505,37423,7037,124214,23755,30215,19,126877,839,3511.0,4458,38685.0,0.7896604636573992,Uninsured,Insured,Insured,Uninsured,4,Self-Employed,33,727,3179,32638,636,107,247,131,37,0
829,79776.0,17237.760000000002,6.0,51,Employed,Divorced,0,Bachelor,Mortgage,1015,0.5622993656819915,1,9,0.5001158187801272,0,Debt Consolidation,0,0.0359027268490556,26,4480,3101,5793,40109,5949,5548,57505,55711,23,249051,1329,8295.624507014603,2398,14111.808652581289,0.563968648157087,Uninsured,Insured,Uninsured,Uninsured,3,Public,15,617,6911,29773,811,80,574,159,132,1
509,52197.600000000006,23692.0,3.6,39,Employed,Single,4,Bachelor,Rent,294,0.3038222715344741,12,2,0.1306125025583053,0,Auto,0,0.078178638009471,26,7078,1606,3358,13023,2611,99969,37816,60022,17,175818,881,10908.0,2264,28396.0,0.4322771143042719,Insured,Insured,Uninsured,Insured,4,Public,2,607,2196,31457,1137,281,437,91,-29,0
626,27208.800000000003,16348.0,0.9,60,Employed,Widowed,0,Doctorate,Other,312,0.8534683073309637,7,0,0.4287429971145364,0,Home,0,0.0873298833214356,2,4436,1654,14696,34119,-806,143095,76058,36146,27,298644,874,8480.0,7367,18561.0,0.3338034650625101,Uninsured,Uninsured,Uninsured,Insured,3,Self-Employed,22,1154,7848,24508,605,458,366,121,140,0
671,56119.2,14644.0,13.5,49,Employed,Single,3,Bachelor,Mortgage,646,0.9504040508654092,9,8,0.5482110228080548,0,Other,0,0.2672861540875,24,1329,256,9776,6735,4634,119566,23869,74056,6,96942,1057,21238.0,4247,13377.0,0.6757829285687829,Insured,Uninsured,Uninsured,Uninsured,3,Private,23,870,5187,39971,919,98,403,209,106,0
640,50211.2,21665.0,15.3,48,Unemployed,Widowed,0,High School,Other,479,0.1167507126906085,10,3,0.1014363294960453,0,Debt Consolidation,0,0.1985422039546436,2,8510,1898,7642,9723,3475,79738,73260,64441,9,259595,1411,5200.0,7063,24492.0,0.244150899777878,Uninsured,Uninsured,Uninsured,Insured,4,Public,10,664,1019,32044,852,302,586,183,100,0
757,37040.0,27445.0,7.2,47,Employed,Divorced,1,High School,Own,667,0.3368949794885769,1,6,0.6329972989191645,0,Other,0,0.0412952439073739,6,3009,1487,14950,19187,2420,66492,57787,118475,20,136468,904,17638.0,703,31646.0,0.4224221744805777,Uninsured,Uninsured,Insured,Uninsured,4,Private,27,568,4296,9156,945,360,199,143,59,0
699,71870.0,8567.04,15.0,40,Employed,Single,4,Master,Mortgage,397,0.6773862525235231,6,9,0.1058017741905251,0,Home,0,0.2872217081024408,2,6451,2180,6088,49079,4704,82054,30203,14699,12,232758,997,11677.218064557965,5400,23979.92736371686,0.8589041673529534,Uninsured,Insured,Insured,Insured,4,Self-Employed,16,718,4904,22972,734,637,294,107,53,1
