CreditScore,JobTenure,EmploymentStatus,TotalLiabilities,PaymentHistory,TotalAssets,LoanAmount,BankruptcyHistory,SavingsAccountBalance,InterestRate,DebtToIncomeRatio,HomeOwnershipStatus,CheckingAccountBalance,AnnualIncome,CreditCardUtilizationRate,NumberOfCreditInquiries,EducationLevel,MaritalStatus,NumberOfDependents,PreviousLoanDefaults,MonthlyDebtPayments,Age,LengthOfCreditHistory,UtilityBillsPaymentHistory,NetWorth,NumberOfOpenCreditLines,LoanApproved,LoanDuration,LoanPurpose
760,2,Employed,26138,20,102700,14645.760000000002,0,6543,0.1668241430025367,0.1271797828760993,Mortgage,2072,57104.0,0.0840914643317649,3,Associate,Widowed,2,0,587,40,10,0.13413770697545,45794,0,1,22.0,Debt Consolidation
780,3,Self-Employed,39532,19,156902,8832.640000000001,0,4756,0.1420962063767909,0.4658977203099091,Own,2838,52894.0,0.4420650886198924,3,Doctorate,Married,4,0,256,54,28,0.3689091797822758,75721,14,1,7.0,Other
664,18,Employed,80124,9,42809,12916.0,0,5363,0.2648127456447501,0.3601298595493154,Mortgage,1361,8018.400000000001,0.7467243735021194,4,Master,Single,2,0,308,42,10,0.9332709648746031,62555,3,0,2.7,Debt Consolidation
626,14,Employed,36366,14,90504,19619.0,0,33,0.2451251221969034,0.30550534065067,Own,1526,52691.2,0.2914655639567443,7,Master,Widowed,0,0,700,48,11,0.1506849178373253,69682,14,0,4.5,Other
643,10,Employed,76311,1,143293,25805.0,0,1209,0.0192124103643188,0.5305696031137024,Other,3026,59225.600000000006,0.6495311593740549,5,Associate,Divorced,3,1,512,37,19,0.6563370584134932,67003,14,0,20.7,Auto
554,2,Self-Employed,64713,9,150856,17974.0,0,8146,0.196028202095253,0.4982102572616047,Rent,492,48578.4,0.0304863460759411,1,Master,Widowed,3,1,65,47,2,0.736560616459936,31646,2,0,16.2,Other
674,7,Employed,29734,8,25127,17746.0,0,9684,0.2187486418455725,0.2052770722617706,Other,2220,43195.2,0.0688720392553874,9,Associate,Widowed,3,0,444,34,16,0.1612019016270027,41500,2,0,26.1,Other
767,0,Employed,24153,11,133542,12896.64,0,8554,0.2828847748499591,0.4642347889674434,Other,1852,56294.0,0.3024654835914614,2,Bachelor,Single,2,0,749,27,5,0.9895104251893656,87715,2,1,11.0,Auto
517,2,Unemployed,34550,9,64310,25504.0,0,306,0.2973425136673006,0.9595563464414428,Mortgage,613,51818.4,0.8236718816202014,8,High School,Married,0,0,508,38,14,0.1480583833274538,82171,12,0,18.0,Debt Consolidation
544,11,Unemployed,37878,26,21854,12684.160000000002,0,4814,0.0404896795251898,0.7327814470206833,Other,520,57804.0,0.8888183847720631,2,High School,Single,1,0,712,43,9,0.0573304651790322,65535,1,1,9.0,Home
342,32,Unemployed,38557,20,24825,14537.0,0,10020,0.1134605176382777,0.4853241617657966,Other,2252,48785.600000000006,0.3581295894508903,7,Associate,Divorced,0,1,436,51,11,0.1586005846414362,19371,13,0,8.1,Debt Consolidation
463,0,Employed,66473,17,95065,25902.0,0,1860,0.045624693696507,0.711470996126194,Rent,820,24993.6,0.4745148041628555,2,Master,Married,2,0,415,39,14,0.100219741403446,108745,1,0,15.3,Debt Consolidation
619,19,Employed,22130,24,140123,12236.8,0,7989,0.1373758246212579,0.0955821009878112,Mortgage,2011,44894.0,0.1628267029308399,4,Bachelor,Married,1,0,439,57,10,0.2587909231637687,39640,9,1,10.0,Other
357,0,Unemployed,83950,8,139512,14192.0,0,8579,0.1970006904013828,0.6107000221432827,Other,1424,48648.0,0.6383567348138643,9,Associate,Divorced,3,0,649,54,12,0.9432996520254472,45408,12,0,8.1,Auto
425,13,Self-Employed,60910,8,141807,9984.0,0,3966,0.2622040168692107,0.7360306554454541,Own,2286,32335.2,0.8708234612187311,9,Doctorate,Divorced,3,0,364,33,10,0.7465012994312246,39162,2,0,8.1,Education
754,13,Employed,17223,7,68035,11976.96,0,1307,0.1587042128293682,0.1559724836569181,Other,1948,75282.0,0.3089667770951367,6,Master,Widowed,3,0,301,38,16,0.8925451226330454,75071,2,1,21.0,Other
629,17,Unemployed,26037,3,156340,11586.56,0,4886,0.1063182874708497,0.351009862173759,Own,2029,80831.0,0.5201015300363379,7,High School,Married,2,0,661,47,25,0.3606903968734924,86523,10,1,8.0,Auto
628,2,Employed,77250,23,47113,16727.0,0,2552,0.2971842423298867,0.3242593465031818,Other,2677,50818.4,0.2415017092384414,5,High School,Divorced,2,0,287,46,24,0.7923714409777908,77192,9,0,14.4,Debt Consolidation
846,37,Unemployed,-2242,14,63701,14092.0,0,9463,0.292234424308506,0.2224808868681947,Rent,3803,57856.8,0.4482594091587368,8,Associate,Divorced,0,0,398,60,26,0.4181795480679293,76326,3,0,3.6,Auto
429,8,Employed,53404,21,125008,12785.0,0,4216,0.1941034615559189,0.2570917115317382,Mortgage,1743,52818.4,0.367663478884664,3,High School,Married,4,0,66,45,5,0.6709060947343725,37376,0,0,7.2,Auto
545,6,Employed,62183,29,131075,20406.0,0,4446,0.0539474206537339,0.8349150345774975,Rent,1177,57399.2,0.1963347275819279,5,Associate,Married,3,0,681,38,6,0.929296861184014,54037,14,0,9.9,Home
620,16,Unemployed,7523,10,172890,14931.84,0,1627,0.2063309237847395,0.579568749135432,Rent,1616,65199.0,0.4770031793995741,6,Associate,Divorced,4,0,523,41,20,0.5093580234542141,11439,14,1,26.0,Other
797,2,Unemployed,62573,14,118501,4350.0,0,828,0.0858019880639907,0.0465215086801231,Other,1445,37941.6,0.3413840374511389,2,Bachelor,Single,4,0,401,49,29,0.9309801378731328,10074,6,0,12.6,Other
422,15,Unemployed,29526,24,116419,19646.0,1,792,0.144731514648706,0.5060383649358904,Mortgage,1444,38698.4,0.4539358006280761,0,Bachelor,Single,4,0,333,39,6,0.0267914499925089,27326,2,0,11.7,Education
390,22,Employed,20532,24,160363,7502.0,0,5305,0.1841665036721331,0.2574030127741271,Own,2893,53424.0,0.3626706005358932,0,High School,Single,1,0,435,44,5,0.9636924016537594,-20342,8,0,13.5,Other
371,14,Self-Employed,66309,14,62635,36260.0,0,4953,0.0555789809198642,0.7613220688527965,Other,1140,48321.600000000006,0.3674785622262678,0,Doctorate,Single,2,0,303,35,17,0.0023608625156311,19306,2,0,12.6,Education
322,12,Unemployed,54467,8,166908,16507.0,0,3110,0.2053892563690885,0.922465884546243,Other,2281,36635.2,0.648838502841873,7,Bachelor,Widowed,3,0,241,43,15,0.0870649503036739,86763,9,0,10.8,Other
434,22,Employed,54807,6,4245,21078.0,0,4706,0.0930167917878527,0.4421607848664651,Other,2195,31896.800000000003,0.9113669316489056,6,Master,Divorced,0,1,276,48,23,0.9453500622275692,99595,8,0,9.0,Other
776,31,Employed,49507,16,78534,19994.0,0,9495,0.1093116812685293,0.0648999902995054,Mortgage,1308,25557.6,0.8459890925928485,6,Bachelor,Married,0,0,389,60,6,0.7714376403392006,49074,8,0,0.9,Other
732,4,Unemployed,19426,5,100570,11173.120000000004,0,4355,0.2323251714501912,0.074395197536672,Mortgage,2529,69764.0,0.1502823839975233,8,Bachelor,Married,1,0,826,44,20,0.4208824845720655,40770,1,1,22.0,Other
450,26,Unemployed,89517,15,129462,28409.0,0,5382,0.0175606747235794,0.1105913136062218,Mortgage,2343,42364.8,0.4485545503664256,2,Bachelor,Single,3,0,475,49,6,0.2909843417908255,89981,6,0,10.8,Home
542,15,Self-Employed,57164,17,161627,25237.0,0,7205,0.0844018977994941,0.1065446620150698,Rent,3171,23695.2,0.714924017463824,4,Associate,Widowed,3,0,742,42,13,0.251401643203851,16209,13,0,18.0,Home
352,9,Self-Employed,70697,4,160155,30172.0,0,6464,0.0816564832602981,0.4886913077159747,Rent,2343,53111.2,0.9621671793147516,9,Bachelor,Divorced,4,0,596,48,14,0.1795284309954445,47766,4,0,9.0,Other
438,6,Employed,72268,0,72049,22278.0,0,3134,0.1606656533891701,0.5090404162717459,Other,1555,23352.800000000003,0.0283109942909566,8,Associate,Widowed,4,0,435,53,12,0.9387406956809438,41922,1,0,4.5,Debt Consolidation
397,18,Employed,50406,13,106348,30376.0,0,3688,0.2749014075420237,0.7807854548540514,Rent,713,45828.0,0.5859862726706261,0,Bachelor,Single,0,0,249,52,1,0.7454781610640393,57394,4,0,1.8,Other
517,10,Unemployed,31800,24,153693,13367.0,0,3428,0.172829330874506,0.6635985959837858,Mortgage,2993,60534.4,0.1012874856235155,3,Doctorate,Widowed,0,0,285,40,15,0.0008086329520283,45626,4,0,11.7,Auto
382,20,Unemployed,60444,26,75158,11219.0,0,361,0.0469245248565344,0.9342140723237112,Own,1856,42484.8,0.019047256832138,6,Doctorate,Single,3,0,815,42,5,0.2468426464582067,73614,14,0,17.1,Other
353,7,Employed,44752,11,-6751,17296.0,0,13712,0.1769650927740528,0.1677184082508908,Other,1960,53753.600000000006,0.6060621483740112,0,Bachelor,Single,4,0,754,47,9,0.9858767007899484,8602,12,0,6.3,Home
751,10,Unemployed,43600,24,50273,14333.0,0,8320,0.2875467170051807,0.4950469374489715,Own,514,57693.600000000006,0.7721476208242846,9,Bachelor,Widowed,3,0,612,40,1,0.850533232260117,-7937,7,0,17.1,Home
624,1,Self-Employed,31121,15,104948,9369.6,0,2008,0.0274520226536709,0.2878032376824807,Other,2453,50578.0,0.7385730228012998,0,Bachelor,Single,1,0,744,51,27,0.5279474115847066,31707,10,1,14.0,Debt Consolidation
637,9,Self-Employed,17875,11,46721,11514.240000000002,0,6918,0.1254186928168588,0.00437754296685,Mortgage,876,60802.0,0.8935568714898918,0,High School,Married,2,0,306,30,8,0.9508826271205264,2204,1,1,10.0,Education
419,17,Unemployed,34872,1,140896,19009.0,0,3324,0.1779174998308075,0.7024035420248635,Own,4045,26045.6,0.8013259001021812,4,Doctorate,Divorced,1,0,559,46,16,0.797268207923371,75606,3,0,10.8,Auto
443,3,Unemployed,56856,12,35851,16447.0,0,4260,0.2467611220464761,0.0886148576430361,Mortgage,1474,33894.4,0.0271584622241134,9,Bachelor,Married,1,0,53,48,3,0.8362375551086497,71723,1,0,2.7,Debt Consolidation
613,14,Employed,29891,2,114857,13330.56,0,5980,0.1078591836215505,0.814797864898977,Own,1225,36750.0,0.8925712664693971,7,Doctorate,Single,2,0,608,44,22,0.3272815804346489,66692,6,1,9.0,Debt Consolidation
653,11,Employed,24601,14,153359,8446.720000000001,0,4049,0.2702026421442524,0.4177906685877891,Other,3629,54258.0,0.659045684863599,3,High School,Single,2,0,409,49,17,0.6827956597047351,106034,4,1,16.0,Other
753,7,Unemployed,42012,21,46094,11651.2,0,3529,0.0982912216627097,0.5977126717103942,Other,3315,54576.0,0.6015578485363183,4,High School,Married,4,0,459,46,27,0.4996412595312677,35421,8,1,10.0,Other
503,5,Unemployed,55466,17,183380,17522.0,0,4624,0.2261188909058526,0.3897605912191092,Own,2292,42970.4,0.1077497626048207,8,Master,Divorced,0,0,497,31,3,0.6229943446085581,34328,1,0,9.0,Debt Consolidation
399,21,Self-Employed,51665,27,51216,24888.0,0,5481,0.2688070014598259,0.140211073861646,Own,1414,58969.600000000006,0.7478352552808594,8,Doctorate,Married,1,0,397,47,9,0.6766432348521189,84613,4,0,9.0,Home
351,24,Self-Employed,66217,29,117131,18226.0,0,4593,0.0649006765192539,0.1146696434114868,Own,2170,44009.600000000006,0.1604176749112228,7,Doctorate,Divorced,4,1,495,48,16,0.0932160534126538,49923,6,0,9.0,Other
738,14,Self-Employed,22167,29,91197,13183.36,0,386,0.064636533559651,0.3357351749662558,Mortgage,633,35822.0,0.4330009418555923,3,Bachelor,Single,1,0,315,38,12,0.9066416505200796,27636,8,1,28.0,Education
425,9,Employed,41256,17,90686,21939.0,0,7794,0.1712775570602208,0.6828221568079738,Mortgage,2476,35872.0,0.6282521095678474,7,Bachelor,Widowed,4,0,664,28,6,0.8000230301943503,47865,2,0,15.3,Education
345,12,Self-Employed,64843,25,113386,24065.0,0,7571,0.0321688695989452,0.4119724563796296,Own,866,44719.2,0.6280931996957347,9,Associate,Married,3,0,291,40,4,0.759606228766924,27510,4,0,8.1,Debt Consolidation
776,0,Employed,-640,11,58068,15354.24,0,6437,0.1151139401762591,0.6746672029490607,Other,616,59909.0,0.4328642713729054,0,Bachelor,Divorced,4,0,618,26,5,0.284810146416168,37370,9,1,3.0,Home
616,6,Employed,16484,24,114670,12864.64,0,962,0.1457399971328158,0.6842764863399906,Mortgage,1815,77216.0,0.7440082771168294,0,Bachelor,Widowed,1,0,296,38,20,0.9706950934404232,97724,13,1,17.0,Debt Consolidation
654,8,Employed,65802,27,91470,16644.0,0,3094,0.1893310884446811,0.9694386129335156,Other,1467,42744.8,0.2412667643265454,1,Master,Widowed,3,0,516,27,5,0.1099924104306657,37304,13,0,2.7,Education
595,8,Employed,44020,21,167625,13886.0,0,5703,0.0459120672324617,0.2482049072232479,Other,2807,48261.600000000006,0.3113370774136159,7,Master,Married,3,0,159,28,10,0.2752252176787757,43854,12,0,8.1,Education
680,11,Self-Employed,25338,25,68534,14011.520000000002,0,1825,0.0707171729431258,0.4425759253662366,Own,3897,66458.0,0.7768549050165293,0,Associate,Divorced,0,0,460,56,1,0.9500028833189958,59193,2,1,8.0,Other
758,38,Unemployed,1310,20,138393,30614.0,0,7633,0.0303171864404485,0.3928911945699294,Other,2026,43923.2,0.3775753736156649,1,High School,Married,1,0,591,60,13,0.4673759515454561,45044,9,0,0.9,Other
831,7,Self-Employed,17476,7,151279,15834.0,0,1189,0.2539641355604792,0.6014184790675843,Other,1979,52980.8,0.6683048103210595,6,Bachelor,Divorced,0,0,199,27,9,0.8159371479018828,52312,8,0,25.2,Other
526,30,Unemployed,39600,6,114204,13497.6,0,9339,0.2626348615705409,0.0114343824774553,Mortgage,2198,78305.0,0.2793021385117259,3,Associate,Married,1,0,759,48,26,0.1679662033993925,7510,10,1,16.0,Other
416,35,Employed,75093,0,165721,23142.0,0,5976,0.2710083756353451,0.6605620479427143,Mortgage,1714,53351.2,0.6071648413928967,4,Doctorate,Married,1,1,520,57,26,0.6272072933407673,47293,9,0,5.4,Auto
350,18,Self-Employed,85051,12,103815,20111.0,0,4851,0.205058295878511,0.6539308726299494,Own,1177,80736.8,0.9023599992238364,4,High School,Widowed,2,0,262,38,16,0.2139316378818971,80745,8,0,17.1,Auto
602,10,Self-Employed,56263,17,112993,11194.0,0,6367,0.062125256162108,0.9263696745173804,Rent,2387,55948.0,0.4364552616283456,2,Bachelor,Single,0,0,492,43,14,0.5332673009644386,111763,2,0,6.3,Other
558,8,Self-Employed,25778,16,97529,12007.04,0,931,0.1824533806920601,0.3412562617886159,Other,1548,50727.0,0.4547319133779099,6,Associate,Widowed,3,0,634,48,12,0.4493606784125191,47110,5,1,11.0,Home
519,18,Unemployed,31217,3,100596,11271.04,0,1872,0.2505453724701708,0.5549811397633634,Other,1852,83506.0,0.7357875085009985,6,Associate,Divorced,1,0,156,62,29,0.843059599302684,40209,10,1,4.0,Other
463,13,Employed,38907,7,117951,24721.0,0,3878,0.1566991658528667,0.3117934171561279,Rent,1324,41393.600000000006,0.7457526593902897,5,Bachelor,Married,3,0,604,40,20,0.9332895636700722,41369,7,0,17.1,Other
540,14,Unemployed,1102,15,10085,13866.880000000005,0,6248,0.2829648660253191,0.0288990983187367,Rent,2098,61663.0,0.7435799395754867,4,Master,Divorced,2,0,776,48,9,0.8304546801154763,80249,6,1,14.0,Debt Consolidation
749,3,Unemployed,104311,24,112626,15436.0,0,8167,0.1358470930836484,0.0581817238991432,Other,2761,36817.6,0.9367405842131344,5,Doctorate,Widowed,2,0,293,39,9,0.7403955906766111,106550,7,0,8.1,Home
338,2,Unemployed,48060,19,44592,24917.0,0,8749,0.2970866430271804,0.8877295010772828,Rent,2826,48477.600000000006,0.6013943360538738,3,Bachelor,Single,3,1,565,36,6,0.1175464274842417,69977,11,0,2.7,Other
604,2,Unemployed,17798,21,111721,9288.96,0,3083,0.0495761024766687,0.3430145157076117,Own,2203,60983.0,0.3788601319905657,1,High School,Divorced,4,0,688,54,22,0.9504831193375368,36377,13,1,9.0,Auto
585,10,Unemployed,40632,7,94792,26189.0,0,6589,0.276427581109626,0.8408660149068141,Other,3480,60484.8,0.8371435225008511,2,Associate,Married,3,0,297,42,23,0.4987940649138892,64096,13,0,14.4,Other
323,27,Self-Employed,40778,7,124027,20588.0,0,4742,0.2381263349125459,0.4994318685793223,Other,2075,51108.8,0.9195012205497004,8,Master,Widowed,1,0,477,51,13,0.3275737142586058,60829,9,0,10.8,Auto
765,15,Employed,60220,0,148159,26541.0,0,1694,0.1029356530281582,0.4382848628083738,Other,1375,41892.8,0.6182949013419602,3,Doctorate,Single,2,0,452,56,6,0.0790715007311319,69844,4,0,2.7,Home
655,38,Employed,55599,27,57524,14912.64,0,845,0.1311435665672934,0.5227782187619997,Mortgage,2070,62044.0,0.0486557205805724,4,Master,Divorced,0,0,361,61,21,0.9954143958256564,19338,5,1,4.0,Home
491,37,Employed,59510,26,96178,16947.0,0,4177,0.2472538206775808,0.2858969837596623,Mortgage,1755,44482.4,0.4252852297257231,3,Bachelor,Widowed,4,0,411,61,11,0.3732772097816412,50536,13,0,2.7,Auto
726,4,Employed,72859,7,114412,25743.0,0,5503,0.2670935422919803,0.3761851260654272,Rent,2646,35330.4,0.4321273806117647,5,Master,Single,4,0,418,55,5,0.1374509908877575,33134,13,0,8.1,Other
732,0,Unemployed,49621,29,107085,25872.0,0,9388,0.1836092388699405,0.5933678450928265,Rent,1623,43233.600000000006,0.2615202332474743,3,Master,Single,1,0,905,56,22,0.4732537577660084,69784,5,0,0.9,Debt Consolidation
435,7,Self-Employed,11183,26,40013,22722.0,0,7258,0.2052297487363886,0.6977605005856741,Own,1712,54707.2,0.3027174094384578,8,Associate,Single,3,0,1087,39,18,0.0142044906234986,88994,2,0,5.4,Auto
490,9,Employed,36039,12,161773,24197.0,0,2113,0.1487000634845728,0.3009044811685936,Own,1873,51646.4,0.8362976211432704,2,Associate,Married,2,0,470,44,16,0.2114628627539656,34672,8,0,2.7,Debt Consolidation
741,20,Unemployed,52242,27,134040,30193.0,0,5845,0.0260590193632849,0.536311163959553,Mortgage,679,58415.2,0.0275566577370104,2,High School,Married,3,0,443,45,18,0.4556550673673716,93226,14,0,16.2,Other
361,24,Unemployed,49821,27,196461,25521.0,0,7232,0.074647687139351,0.9183013667185058,Other,2274,47850.4,0.8959704821275251,1,Doctorate,Widowed,0,0,486,46,27,0.8282259450349396,65589,7,0,0.9,Other
467,0,Unemployed,56395,19,98726,22552.0,0,3205,0.1167479251520591,0.8271032751521111,Other,1102,46849.600000000006,0.2400469001541599,1,High School,Widowed,3,0,620,42,14,0.967104754494208,26261,11,0,12.6,Other
628,27,Unemployed,40309,2,191207,14129.920000000002,0,3285,0.2638703324950935,0.7222554276272637,Own,1920,48387.0,0.1755697525491709,6,High School,Single,1,0,548,50,29,0.3505033264428774,38324,10,1,4.0,Debt Consolidation
505,24,Employed,26635,18,65706,17383.040000000005,0,9278,0.17475948658892,0.6835847188514768,Rent,2195,59640.0,0.9867226978962708,8,High School,Widowed,2,0,264,48,27,0.8797271702688153,49649,7,1,12.0,Debt Consolidation
527,13,Self-Employed,11635,6,140930,11932.8,0,1436,0.2500922408519759,0.8064469632500675,Rent,3781,102572.0,0.0189450665662829,8,Doctorate,Widowed,4,0,208,45,26,0.4212792103403964,82494,2,1,11.0,Home
804,19,Self-Employed,48817,22,64479,11804.8,0,7440,0.267642042615311,0.0751746439707936,Mortgage,1812,53473.0,0.772824302648715,2,Doctorate,Married,3,0,484,48,8,0.2841272738173346,87831,6,1,7.0,Other
480,9,Unemployed,29666,7,114913,16442.0,1,4317,0.0912015203125396,0.5151160414114273,Rent,3565,39941.600000000006,0.8576340789040974,8,Bachelor,Divorced,0,1,174,37,19,0.1059767367492721,122584,1,0,18.9,Education
442,32,Employed,53563,1,87783,21140.0,0,4365,0.058007174866778,0.1238795034303702,Mortgage,115,34385.6,0.776978019608634,2,Associate,Single,4,0,571,61,19,0.1102005794906011,73457,7,0,0.9,Auto
842,8,Self-Employed,11601,18,138378,9859.840000000002,0,4028,0.2418578032815192,0.096285977808185,Other,1769,84120.0,0.6252796724786562,3,Associate,Divorced,3,0,369,59,12,0.5661989696571249,32184,5,1,7.0,Debt Consolidation
796,17,Self-Employed,53041,6,45651,16142.0,0,7878,0.0774037988313247,0.6789366661087828,Rent,944,42822.4,0.69550749056791,4,High School,Married,4,0,911,44,6,0.6063947535964789,42199,13,0,18.9,Auto
346,22,Self-Employed,44734,1,73288,16790.0,0,7048,0.1728757900540202,0.4545053401295209,Own,3814,35569.6,0.2053928466306305,1,Associate,Married,3,0,504,41,14,0.0556641206414858,50041,3,0,15.3,Debt Consolidation
515,11,Employed,31815,18,71209,11687.04,0,5118,0.2375967730243238,0.0600736141669134,Other,3301,64890.0,0.2509886847475221,1,Master,Divorced,3,0,557,32,8,0.49799639018158,47292,0,1,15.0,Education
580,5,Employed,35863,9,168577,10293.0,0,2665,0.1023563335656724,0.4595841787860043,Rent,1026,30612.0,0.4434033717392678,6,Associate,Divorced,4,1,504,52,28,0.6810761062665739,44772,1,0,7.2,Auto
621,6,Unemployed,25055,8,117224,16478.0,0,5501,0.1782451181874499,0.2428185257519306,Rent,2599,63328.8,0.1477260700957519,3,Doctorate,Single,1,0,139,43,20,0.8340509415772788,52914,9,0,3.6,Auto
640,8,Self-Employed,12127,15,107992,14175.36,0,1902,0.1982444284029526,0.2440309981888604,Mortgage,591,75784.0,0.9723704248279912,3,Master,Single,1,0,655,63,15,0.6731240133337812,19658,1,1,4.0,Auto
456,10,Unemployed,22666,20,124410,20520.0,0,4721,0.1386639411496711,0.1996062004620425,Other,2962,55354.4,0.9600916258280284,0,Doctorate,Single,1,0,667,35,14,0.0219697806987836,65278,14,0,7.2,Auto
587,12,Self-Employed,31149,28,160788,15187.2,0,1054,0.2946282762634161,0.8280873280346766,Mortgage,3472,52709.0,0.9253439401615496,6,Doctorate,Widowed,0,0,505,36,11,0.9918304784755864,50260,4,1,22.0,Other
431,0,Self-Employed,48451,18,83487,31915.0,0,-4672,0.0302429314120036,0.2435209834712279,Other,1359,44972.0,0.1996632839458374,6,High School,Divorced,1,0,312,34,10,0.3131422517254555,31593,14,0,24.3,Education
814,18,Employed,59293,29,69328,10774.0,0,1951,0.0314631415293865,0.6988510727260224,Mortgage,2348,29776.800000000003,0.2956932676216145,3,High School,Divorced,0,0,519,47,13,0.5007186280201296,7480,9,0,5.4,Auto
487,6,Unemployed,67578,5,221405,14768.0,0,9015,0.0763352139906219,0.6992726451784111,Other,1994,44972.0,0.1131127466632088,6,Master,Single,4,1,660,58,0,0.9359941740507638,80557,8,0,3.6,Other
359,12,Unemployed,77594,13,96422,26653.0,0,5295,0.2266997301729902,0.403283627327298,Other,-187,31624.800000000003,0.7286878797269797,1,Doctorate,Married,1,0,95,59,26,0.0675821174910524,79986,11,0,1.8,Other
586,6,Self-Employed,2139,12,55811,14860.8,0,2178,0.0641109948211819,0.537563239179542,Rent,898,64566.0,0.8853473186913052,2,Bachelor,Single,2,0,540,31,8,0.6209150606895432,13020,6,1,16.0,Education
734,14,Employed,29566,26,83015,14544.0,0,6272,0.150136869662472,0.5781812082347696,Rent,2121,68250.0,0.909528958507089,3,Master,Married,3,0,709,56,19,0.1566840006176776,-28775,10,1,9.0,Debt Consolidation
303,30,Unemployed,64777,9,88391,19229.0,0,6015,0.1134158669748193,0.2908021267176042,Other,578,21382.4,0.7845874870212938,9,Associate,Married,0,0,611,48,5,0.7968965871896047,45401,4,0,15.3,Home
492,17,Unemployed,93466,23,27672,19043.0,0,4351,0.252231854548915,0.4750306936668366,Other,2724,60676.8,0.9328040573495244,1,Bachelor,Single,4,0,468,50,25,0.4047292169696823,45402,9,0,9.9,Other
699,5,Employed,33269,29,37473,13371.0,0,3927,0.2022677533147841,0.916997628557917,Mortgage,1387,39881.600000000006,0.1420550634135031,5,Master,Widowed,1,0,145,44,25,0.6133876338422846,44763,12,0,9.9,Debt Consolidation
430,7,Unemployed,52892,25,28821,15539.0,0,5083,0.2620279962295541,0.3633091613621263,Other,3612,33788.0,0.8101404447098871,2,Master,Single,1,1,696,34,10,0.5962669533408822,23960,3,0,6.3,Debt Consolidation
655,3,Employed,50521,1,117536,16502.0,0,4630,0.0434221925013759,0.6907530032341569,Other,1314,42174.4,0.911365063349551,9,High School,Single,2,0,802,54,29,0.2947179192780357,-9344,5,0,9.0,Auto
662,21,Employed,7893,0,101928,16339.840000000004,0,1980,0.05001053357289,0.5115790531751258,Own,2541,59742.0,0.2885650703336819,9,High School,Married,3,0,497,43,19,0.4592536863846549,83057,12,1,21.0,Other
489,0,Self-Employed,77684,20,145576,18332.0,0,1723,0.099221829447667,0.3122875697572463,Own,2649,54807.2,0.9447801235545544,9,Master,Widowed,1,0,464,40,1,0.675343226232332,8636,7,0,18.0,Home
431,25,Self-Employed,64742,23,176687,23347.0,0,5610,0.0743571023020964,0.8274393347240695,Own,3170,30967.2,0.9753955618169508,6,Associate,Single,0,0,231,48,13,0.3752917925474132,80480,3,0,8.1,Debt Consolidation
387,2,Unemployed,42065,12,29477,20936.0,0,2326,0.0888544003985548,0.6874580916912646,Mortgage,2934,44862.4,0.5838702975034806,1,High School,Divorced,4,0,630,37,18,0.5356532802454887,53473,8,0,14.4,Debt Consolidation
592,11,Self-Employed,-9765,23,102727,17317.760000000002,0,3397,0.2324777703539384,0.5560682399793727,Mortgage,3208,51868.0,0.1584043291375962,8,Master,Widowed,4,0,331,44,17,0.2541300842959981,23545,10,1,8.0,Auto
815,8,Unemployed,29971,26,159134,8536.960000000001,0,2533,0.1630322806098502,0.6904519276489242,Mortgage,2666,56344.0,0.4920728935526665,9,Doctorate,Divorced,3,0,776,43,11,0.2307762016303959,56237,8,1,13.0,Home
691,25,Employed,28492,15,100572,23687.0,0,4000,0.2592337305206203,0.53868787304778,Mortgage,2134,44215.2,0.1466895408607973,2,Bachelor,Married,4,0,546,58,4,0.4864447589289181,42805,9,0,4.5,Other
622,0,Employed,63804,29,96891,27805.0,0,-964,0.2426520161257448,0.2205296302019479,Other,2659,38254.4,0.7927720121035443,5,Master,Widowed,3,0,146,37,8,0.5263771750832358,67424,7,0,25.2,Other
672,18,Unemployed,41781,4,143914,22817.0,0,3971,0.184842776961241,0.1992377445416525,Rent,2892,46959.2,0.6465375164635059,0,Bachelor,Widowed,1,0,769,43,19,0.6904852851599355,121837,10,0,9.9,Home
632,35,Self-Employed,70080,15,146903,23097.0,0,6744,0.1988008092604436,0.1719786801330799,Mortgage,2964,37931.2,0.2975105122388619,9,Associate,Widowed,1,0,470,54,4,0.4129817873153597,52571,7,0,6.3,Other
485,6,Unemployed,40760,20,216178,18443.0,0,4693,0.1588419182204622,0.8497439917810579,Mortgage,2099,44078.4,0.6873836776014034,4,Master,Divorced,3,0,748,29,4,0.031707893280047,65826,13,0,19.8,Auto
803,23,Unemployed,9203,10,132001,7909.760000000001,0,4974,0.2735026033926196,0.6965531639720228,Mortgage,2456,57370.0,0.8892090195468736,9,Master,Divorced,2,0,438,46,0,0.7937982275657066,34534,13,1,17.0,Other
566,21,Unemployed,57392,7,169689,23189.0,0,6791,0.09085102929229,0.7809731503522963,Mortgage,3027,61384.0,0.9128192599408868,8,Doctorate,Single,3,0,572,51,2,0.9949507718895624,33352,10,0,3.6,Other
547,3,Self-Employed,32075,16,52572,10235.520000000002,0,10371,0.0909772737935568,0.3858760926228498,Other,1727,50302.0,0.7191368486899281,4,High School,Widowed,2,0,348,44,7,0.2006060088452269,35919,13,1,17.0,Auto
