,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,LengthOfCreditHistory
4991,0,3,1,598,0.8638118264444313,8,0,2,0,21,7454,1193,99414,86271,1
4992,2,3,0,628,0.9024189499382822,6,0,4,0,7,3189,2201,-8754,48300,11
4993,0,2,3,310,0.2642823916065971,5,0,1,0,2,3047,561,76742,14455,4
4994,0,1,1,908,0.5137065393747516,0,0,4,0,4,4243,1417,44277,67703,9
4995,2,0,0,763,0.9455695179401232,11,0,3,0,28,4809,2128,123295,34196,3
4996,1,3,3,397,0.4079272693423051,1,0,4,0,23,6954,737,27447,10403,23
4997,2,3,0,1026,0.8810859294749471,0,0,0,0,7,6525,503,94944,20618,11
4998,0,4,1,607,0.0802937472921336,4,0,1,0,6,7447,2471,127118,77088,6
4999,0,2,2,623,0.4121207159637297,2,0,4,0,34,13389,1060,103892,16327,9
5000,2,0,2,491,0.2954757940272288,3,0,1,0,26,4670,3472,23906,269627,1
5001,2,0,1,768,0.8173725424147282,2,0,0,0,28,4451,2384,136177,47079,7
5002,2,2,3,440,0.2706569510357587,3,0,3,0,22,3974,1322,23559,17329,23
5003,2,0,0,690,0.4522036845511015,12,0,4,0,2,2188,2618,100999,46574,10
5004,1,2,0,620,0.8530776718387743,3,0,4,0,3,5687,1856,88058,91945,20
5005,2,1,0,824,0.5703397310580752,4,0,4,0,17,1485,2261,106989,58548,5
5006,2,1,3,208,0.1726772767063762,4,0,1,0,21,1346,4499,20395,12058,10
5007,1,2,1,312,0.6378735231373128,3,0,3,0,2,6633,1535,137635,25825,8
5008,3,0,0,597,0.04766420228023,3,0,0,0,10,5963,253,156018,4229,4
5009,1,4,1,300,0.229171524904144,6,0,1,0,20,7635,2611,154578,98170,0
5010,1,1,0,138,0.4575527028540421,2,0,1,0,22,5359,1962,20040,27707,29
5011,2,1,0,491,0.1701059663095032,6,0,1,0,29,2805,2700,78454,19157,4
5012,2,0,3,336,0.1791250235156768,2,0,2,0,35,12553,1098,46025,97438,13
5013,2,1,3,331,0.3007559424473108,4,0,0,0,33,2377,1396,78245,29574,28
5014,3,0,1,249,0.1294292869353819,1,0,3,0,21,13992,1795,200736,1226,18
5015,1,0,0,2501,0.3369367014717311,4,0,0,0,24,1810,5146,21269,13864,6
5016,0,0,3,490,0.6217164300314981,3,1,4,1,29,4857,2312,107147,38915,12
5017,1,0,0,570,0.5777334523887091,10,0,1,0,27,6370,2783,23711,41135,18
5018,2,3,2,521,0.5376187399324438,11,0,0,0,6,5816,3830,35972,48482,6
5019,0,0,1,401,0.7972663287285382,10,0,3,0,17,4172,1962,117728,44174,6
5020,1,1,3,829,0.1157277956231663,2,0,1,1,22,1324,593,22753,31967,24
5021,2,3,2,179,0.1094357423448925,0,0,3,1,22,728,1966,289523,22190,28
5022,2,2,3,257,0.3834736206186744,3,0,4,0,19,4069,906,43251,23628,21
5023,0,2,3,673,0.6169905908148163,14,0,4,0,8,4335,1702,151452,52712,8
5024,2,2,0,422,0.052904212234261,1,0,0,0,18,12347,435,45198,12862,25
5025,1,2,0,275,0.2244176384432967,12,0,4,0,8,6725,2798,69146,63136,20
5026,2,0,1,550,0.3864448240041528,3,0,1,0,8,3915,3466,101210,55904,4
5027,1,2,1,644,0.1098989744890872,11,0,3,0,12,695,999,42180,60071,18
5028,1,2,0,377,0.4468355842270169,5,0,1,0,18,6581,252,50512,40189,25
5029,1,1,2,468,0.3248461088014494,1,0,2,0,25,2424,1884,77194,-290,1
5030,1,0,1,291,0.2892910914022133,0,1,3,0,13,1639,1586,51929,47907,20
5031,1,1,3,443,0.4268153957183344,4,0,4,0,2,2960,2168,50801,39602,0
5032,2,3,1,362,0.022912295418959,1,0,3,0,22,6782,3138,91939,51370,3
5033,0,0,3,450,0.525615266587628,8,0,2,0,17,10550,1973,52312,59756,10
5034,3,2,3,1609,0.1147524161494467,4,0,0,0,23,1437,4191,77752,30118,11
5035,1,2,0,226,0.2306532933234243,1,1,3,0,41,3424,1638,56937,9901,25
5036,2,0,0,172,0.3507842295127648,4,1,0,0,20,995,112,41148,8237,4
5037,2,4,0,586,0.1494299036791834,11,1,4,0,20,7841,1863,71789,43216,5
5038,1,2,0,317,0.2795280449477953,3,0,1,0,24,2619,1631,64591,19075,17
5039,1,0,0,343,0.0574409275278128,2,0,4,0,14,2177,565,204124,23094,25
5040,2,1,3,334,0.2939695564598632,10,0,3,0,29,4301,2118,129030,19985,28
5041,1,1,1,725,0.3915455225590571,1,1,2,0,27,6729,2999,48150,57954,9
5042,2,1,1,727,0.0686069596513975,4,0,1,0,20,3971,613,242083,14763,16
5043,1,0,3,491,0.5270826725124207,3,0,3,0,20,3394,3066,94734,48936,0
5044,0,1,1,468,0.0987549702087842,11,0,1,0,23,5368,2381,191211,77875,22
5045,0,3,3,600,0.2346269726890731,4,0,3,0,25,2340,989,39825,37060,2
5046,1,3,0,388,0.8390016414564905,8,0,4,0,28,7972,1976,124795,25104,0
5047,2,0,0,462,0.2955346288981564,2,0,3,0,26,1828,2565,25377,3883,8
5048,2,0,0,566,0.8457139960428324,2,0,4,0,15,5495,1640,181782,25385,25
5049,1,2,1,409,0.1311919220145425,3,0,3,0,34,4810,924,28853,68901,20
5050,1,0,3,229,0.495260313164351,3,0,0,0,37,16700,872,136623,36854,7
5051,1,1,1,321,0.6003576195177962,10,0,0,0,0,9239,3233,48016,57174,5
5052,1,2,0,414,0.1091324224761816,0,0,1,0,19,1097,1185,168432,47833,11
5053,1,1,3,164,0.4729170315975092,1,0,0,0,24,1124,2383,70014,87450,28
5054,3,0,0,249,0.1053500956188656,2,0,3,0,23,7156,201,401567,1701,14
5055,3,0,0,714,0.988250499591721,7,0,1,0,13,6449,527,70307,57417,1
5056,1,1,0,378,0.7449265020584289,9,0,4,1,24,6443,3853,179716,54984,18
5057,2,0,3,337,0.3173249074697474,1,0,4,0,17,6449,871,15363,3084,8
5058,2,1,1,413,0.3124226711449521,2,0,3,1,24,2170,320,23409,53352,15
5059,1,3,2,609,0.8175200416134338,6,0,1,0,15,10337,1397,40672,35949,9
5060,1,0,2,356,0.6143426520913834,2,0,3,0,26,3391,3449,16460,24769,25
5061,2,2,2,782,0.5900454965078321,0,0,4,0,5,6087,1841,136183,52136,19
5062,1,1,3,337,0.191316410613309,2,0,2,1,14,17746,781,78875,33666,11
5063,2,3,3,428,0.104228292685504,3,0,4,0,27,12219,322,149452,37618,29
5064,1,1,0,576,0.3276663795004189,0,0,3,0,19,1125,848,18676,94964,28
5065,1,1,3,336,0.2764473812954794,2,0,0,0,19,6181,4012,20180,27795,22
5066,2,1,1,740,0.4713710855550124,11,0,1,0,25,12251,3239,110916,49197,12
5067,3,1,0,653,0.4361286524356525,3,0,0,0,18,2066,464,95828,10067,20
5068,1,4,0,182,0.6225393865057623,5,0,3,0,12,4643,1873,130506,71147,8
5069,1,1,1,374,0.7838523139811102,10,0,0,0,3,3584,1539,76669,35504,15
5070,0,2,1,372,0.1944483081797106,6,0,0,0,15,7736,2584,79000,26816,19
5071,1,1,2,1001,0.2692935421918345,7,0,4,0,24,2251,374,42345,37914,7
5072,2,1,0,232,0.2361164703801647,1,0,0,0,17,4545,5249,132337,28918,22
5073,2,4,2,356,0.438844515535201,11,0,3,0,4,-731,2298,43028,43065,7
5074,1,0,3,255,0.0308236229648799,5,0,3,0,23,1341,1639,95907,159440,29
5075,2,0,3,795,0.2382786699437944,3,0,2,0,25,5116,2947,40466,7835,1
5076,3,4,0,279,0.1800023064720343,3,0,3,0,15,4497,464,179614,18628,28
5077,2,1,2,190,0.33482233703985,2,0,3,1,26,3303,2282,56390,9517,11
5078,2,4,1,637,0.3463448793198802,7,0,0,0,21,3200,3769,102014,849,7
5079,3,0,3,1083,0.0710613463454478,3,0,3,1,20,2335,291,55905,3561,12
5080,1,2,2,469,0.7035241247331032,4,0,4,0,18,1371,2390,122333,80469,1
5081,0,4,2,483,0.2969479111657536,4,0,4,1,28,611,918,17337,64152,12
5082,2,0,1,490,0.3374153090277228,1,0,0,0,17,450,1353,19767,85098,6
5083,3,0,0,586,0.0448623737010631,12,0,4,0,27,4702,1533,97739,23454,22
5084,0,1,3,736,0.2891892248678683,5,0,0,0,24,6521,4241,513221,42161,4
5085,2,3,1,404,0.732681043989307,9,0,3,0,27,7847,163,119941,18877,25
5086,1,0,0,336,0.0957800721168987,4,1,2,0,34,4089,1494,118630,10820,23
5087,1,0,3,231,0.4846510493376502,1,0,0,0,26,1254,3152,65331,35792,4
5088,0,0,2,274,0.2378357268414018,6,0,4,0,24,1050,1447,259992,50291,16
5089,1,0,1,660,0.6880951434704535,12,0,1,0,29,3769,2319,162022,43873,15
5090,0,1,2,309,0.1236890873063257,2,0,1,0,25,1029,1431,43443,43211,24
5091,1,2,3,615,0.089780925335999,5,0,2,1,32,472,744,41482,21871,3
5092,1,2,2,641,0.2196390971742427,1,0,2,0,31,1231,1701,87643,6873,20
5093,2,0,0,447,0.3513943600250158,2,0,1,0,31,242,680,61018,88031,13
5094,2,0,2,506,0.2597919059893521,1,0,4,0,14,2896,3394,73341,67069,27
5095,2,1,0,348,0.0992538309090191,4,0,4,0,22,1498,252,56342,9607,16
5096,1,2,3,266,0.0596860397176179,4,0,1,0,15,2799,265,83382,5234,29
5097,1,0,3,632,0.2561279133301732,7,0,3,1,33,2680,1206,31684,82070,11
5098,0,0,2,595,0.2841418344839698,13,0,4,0,16,8469,636,125630,25139,28
5099,0,0,2,526,0.2001905163077565,14,0,4,0,3,6106,3133,92903,33528,6
5100,1,1,3,148,0.2394839792899879,3,1,0,0,21,1658,352,11129,6820,20
5101,1,3,0,528,0.4754197001609347,3,0,1,0,15,9442,419,67574,51706,15
5102,2,3,0,760,0.0213096935487243,4,0,2,0,25,4678,2619,58994,7729,23
5103,0,1,1,290,0.262566919157859,3,0,0,1,20,19674,14032,33706,51612,2
5104,1,2,0,471,0.5899565683389755,2,0,3,0,27,14027,52572,66599,29238,15
5105,1,0,3,261,0.5083517788318339,2,0,0,0,25,1462,2020,135507,13881,26
5106,1,2,0,661,0.5171422201775207,2,0,3,0,21,2962,842,142701,15482,23
5107,0,3,1,693,0.8626376113118955,2,0,0,0,3,2363,3166,117043,45085,13
5108,3,2,0,230,0.1958928707058527,7,0,4,0,10,5517,2411,156654,50826,3
5109,1,0,0,360,0.2722016739309134,2,0,2,0,21,3228,717,509209,21063,14
5110,1,2,2,367,0.3928598625550064,3,0,3,0,30,2867,469,76385,10249,16
5111,1,3,0,547,0.3025747710884497,3,0,0,0,20,1049,845,7329,12184,17
5112,1,1,0,685,0.1498491467396859,3,0,0,0,25,972,540,45401,57498,13
5113,0,4,3,274,0.6499111070791596,2,0,3,0,16,4998,1316,177492,64464,12
5114,2,2,0,746,0.113848974361218,1,0,4,0,19,1421,597,8428,97614,2
5115,0,2,3,486,0.903916569789148,14,0,2,0,1,6417,2698,143863,41657,20
5116,1,1,0,631,0.1278301677465093,5,0,0,0,22,4841,1543,151616,57456,5
5117,0,4,0,242,0.863513464784104,14,0,4,0,23,2781,1317,86926,32942,20
5118,1,2,0,700,0.6455925683596473,0,0,1,0,27,2585,2652,145578,33472,12
5119,1,0,0,400,0.1886283282327618,5,0,4,0,24,533,2723,16562,7463,22
5120,3,0,3,262,0.10666963112601,14,0,4,0,24,3262,1474,34859,55515,3
5121,2,3,0,328,0.0834570907685307,2,0,0,0,23,695,1085,33782,12356,26
5122,1,1,3,253,0.3436795482235493,3,0,2,0,20,2041,1071,67592,67547,29
5123,0,2,0,503,0.2595650362945233,3,0,1,0,15,2654,302,64418,41153,15
5124,3,2,0,819,0.0831416637881654,6,0,4,0,17,9275,1809,133579,41390,5
5125,1,0,3,420,0.3989237481529187,2,0,1,0,21,5146,2189,48894,40156,19
5126,2,4,2,326,0.8921414484894713,1,0,4,0,15,4579,453,129749,46831,23
5127,3,4,3,743,0.9418050465791308,5,0,0,0,14,2642,826,170317,39392,28
5128,2,2,0,459,0.3223498178608933,3,0,3,0,25,5986,292,213060,4516,7
5129,0,2,1,283,0.9054037896569312,4,0,0,0,28,1738,2183,8772,45571,4
5130,2,0,2,258,0.3014851711208306,13,0,3,0,18,298,634,155313,35813,0
5131,0,0,1,1044,0.246217709645559,3,0,1,0,31,4606,8386,26294,14792,9
5132,2,1,0,284,0.1375869559888553,6,0,3,0,21,779,1975,186181,15751,2
5133,2,2,1,614,0.8775905439914333,6,0,0,0,4,4409,2011,91952,74559,10
5134,3,3,1,344,0.0527592320734716,13,0,4,0,23,5678,3887,168187,83274,5
5135,2,2,1,260,0.1916691990436401,3,0,4,0,24,1864,2833,169455,72535,10
5136,1,5,2,1011,0.3938802852026152,6,0,1,0,27,22324,3519,25843,21600,19
5137,2,0,0,152,0.25292973253041,1,0,1,0,25,20244,1470,36843,3564,4
5138,2,1,0,477,0.9256587726431929,8,0,0,0,23,7110,2020,90497,-5111,14
5139,0,2,0,772,0.8706269746943127,14,0,4,0,17,6225,2506,71485,38721,3
5140,3,2,2,372,0.5835255601391529,10,0,0,0,0,6585,1611,223376,64717,19
5141,2,3,1,533,0.8098219235219357,5,0,4,1,20,3092,1048,62321,9917,24
5142,1,0,0,714,0.451679620631432,4,0,1,0,35,7662,767,28743,8596,21
5143,0,4,0,895,0.2929345809772929,11,0,4,0,10,8598,2646,103641,30080,9
5144,1,2,0,338,0.654685885252243,10,0,1,0,21,2948,1206,112127,21438,1
5145,0,0,3,222,0.4345874506627669,2,0,2,0,16,757,455,77938,120269,18
5146,0,0,3,493,0.6924984803299319,13,0,4,0,14,6332,3465,41325,61540,7
5147,0,3,1,321,0.6283639367436831,7,0,1,0,1,7287,3893,123619,25373,22
5148,0,1,0,581,0.3536098228954202,3,0,3,0,21,1244,1815,211356,13942,20
5149,2,3,0,290,0.3106898264014336,4,0,1,0,37,4755,2511,48499,61976,18
5150,3,0,0,245,0.5615971456684137,9,0,2,0,25,6512,2912,155331,60170,1
5151,0,2,0,223,0.8666119725527722,3,0,4,0,13,908,3451,-25084,63109,25
5152,3,0,0,538,0.8920675281590402,8,0,1,0,21,6199,3738,119291,37230,5
5153,1,2,0,932,0.4523348991481678,2,0,1,0,23,10561,496,20785,173488,20
5154,3,2,0,764,0.0828266823565954,0,0,0,0,4,6673,2121,30662,41545,1
5155,2,1,0,331,0.1696101983735335,6,0,0,0,16,379,316,48183,13865,29
5156,1,0,3,613,0.4602610852306072,4,0,1,0,26,1855,3251,26569,19078,8
5157,2,1,0,730,0.4393686822183965,3,0,0,0,28,2575,1118,193599,25209,6
5158,2,0,2,595,0.2429144131217905,2,0,0,0,20,1328,1186,40126,4123,19
5159,1,1,0,786,0.879791569236929,10,0,1,0,7,6378,1634,108679,29586,7
5160,1,2,3,290,0.5189142620581747,3,0,1,0,18,3329,542,45861,37203,6
5161,3,1,2,511,0.9749723821549776,10,0,4,0,14,8493,596,82315,14880,19
5162,1,2,1,512,0.1093501926543231,14,0,0,0,16,2173,2459,106364,79772,12
5163,3,4,0,583,0.9793649819783624,4,0,2,0,17,2457,1634,96486,12798,13
5164,3,3,3,400,0.4743224936375314,1,0,0,0,20,19806,2279,41264,29835,21
5165,3,1,2,334,0.049316413484567,7,0,1,0,12,-1594,2258,109683,68868,5
5166,1,1,0,422,0.4927820555222321,5,0,3,0,24,2064,2810,28146,25808,3
5167,1,0,2,670,0.1417547562105164,8,0,3,1,25,3444,325,211264,54056,9
5168,1,0,0,744,0.3335719908266838,4,0,4,0,22,7477,826,36448,20501,23
5169,2,0,0,182,0.3022038655010324,5,0,0,0,17,736,1260,29754,25154,22
5170,2,3,0,628,0.2150826477149672,3,0,2,1,32,3171,2303,55106,24240,15
5171,0,3,1,498,0.5961652523204207,10,0,2,0,1,1350,768,98559,38812,12
5172,2,3,2,591,0.4112090492148328,3,0,1,0,16,3433,2437,60499,31265,0
5173,3,3,0,402,0.882082831316429,5,0,4,0,14,2846,1138,148340,28808,2
5174,3,2,1,604,0.939334750550762,10,0,4,0,18,3799,937,106088,23118,1
5175,3,1,1,781,0.3112673170516337,12,0,4,0,25,6538,3486,93252,46160,18
5176,1,2,2,783,0.1401173514839427,5,0,0,0,21,3360,507,43054,8943,28
5177,3,1,1,582,0.3531590270570415,8,0,2,0,10,5829,-153,7950,53439,9
5178,0,4,3,608,0.4811092631622278,4,0,4,1,2,161,2247,83806,15686,25
5179,1,3,1,565,0.3414067450846067,3,0,0,0,25,4952,8310,58750,95153,10
5180,1,0,0,384,0.3507480308875482,2,0,1,0,29,2752,976,50078,43564,22
5181,0,0,1,720,0.6713111019764795,3,0,4,0,28,3025,3821,167776,58830,10
5182,1,3,0,180,0.2640484792264114,0,0,4,0,29,5928,510,130630,72256,15
5183,0,2,0,502,0.8680617793747055,7,0,4,0,14,3945,3428,139956,20669,11
5184,1,4,0,666,0.8817159794615309,9,0,1,0,17,8191,2187,48324,44706,4
5185,3,1,0,517,0.74158506482725,0,0,3,0,1,3293,1065,146563,59412,8
5186,1,0,0,365,0.2058105302331178,0,0,0,0,19,7918,958,45246,37808,5
5187,2,1,0,650,0.4577555218492787,3,0,3,0,18,834,6664,61579,34218,17
5188,1,3,3,297,0.2086911862890451,8,0,4,1,23,3048,836,89326,16492,7
5189,1,1,1,442,0.2892899483025513,5,0,4,0,29,756,6305,61638,19527,11
5190,0,1,1,784,0.4791466082135843,13,0,0,0,2,3618,-1167,47052,27380,12
5191,3,2,2,711,0.6125920217489188,5,0,3,0,9,717,2341,139046,89919,14
5192,3,4,0,238,0.5920776914083273,12,0,3,0,24,4373,2211,142166,28467,13
5193,2,0,3,703,0.4087398215063967,2,0,1,0,21,4090,2912,91618,81110,2
5194,1,4,2,514,0.1175994245358138,2,0,3,0,31,3531,1698,94126,3568,23
5195,2,0,2,1431,0.1628378328283302,0,0,4,0,21,4618,598,11733,18333,22
5196,2,2,2,187,0.3611977266871952,5,1,0,0,26,1554,4458,40023,18659,29
5197,2,2,3,486,0.1896780200704548,3,0,2,0,34,1499,5220,106502,21987,28
5198,2,4,2,189,0.1931643333263953,1,0,3,0,22,196,1721,52232,220433,9
5199,1,1,0,826,0.1502823839975233,1,0,4,0,5,4355,2529,100570,19426,20
5200,2,0,3,641,0.5876323551630562,4,1,3,0,21,2025,1643,127530,99027,3
5201,0,3,1,412,0.3953936594574618,14,0,4,0,6,6109,2521,149411,32615,16
5202,1,3,1,492,0.2689636146940887,8,0,0,0,7,10897,1198,108226,57399,3
5203,0,4,1,306,0.1615363160254772,2,0,1,0,24,3611,1845,210196,72251,20
5204,0,2,3,417,0.2696855481064299,5,0,2,0,26,5467,360,175861,27720,9
5205,2,5,2,384,0.2009877076484841,5,0,1,0,29,3701,1879,5624,2097,2
5206,2,4,2,725,0.3036284248854808,2,0,3,0,20,1381,472,16173,9517,1
5207,0,0,0,211,0.1919852051554001,2,0,0,0,18,5625,2710,105598,56737,3
5208,1,3,3,511,0.2080577499014298,3,0,4,0,18,11486,2149,77891,27964,18
5209,3,2,3,487,0.2771782878785593,4,0,4,0,11,3136,3419,161421,14507,21
5210,2,4,3,320,0.4603484725048987,2,0,0,0,17,827,817,175103,7199,3
5211,3,3,1,703,0.7122904489769135,8,0,4,0,16,4534,2771,132259,-6995,3
5212,2,4,0,325,0.1675848999566686,12,0,4,0,4,-3710,2149,122882,11483,14
5213,0,2,1,542,0.4293145401540106,12,0,2,0,25,2305,3260,120388,23288,16
5214,2,4,0,116,0.9891643140928664,13,0,1,0,21,2320,2454,172316,54119,12
5215,0,1,2,821,0.2110823127402185,3,0,1,0,29,10588,975,167873,18459,24
5216,0,2,2,636,0.2935955700405928,2,1,3,1,34,3954,6276,10230,20547,25
5217,1,5,0,289,0.3761669304007792,12,1,3,0,34,795,959,103099,16484,24
5218,2,1,1,248,0.6326669541416055,1,0,4,0,24,4777,2795,17379,59289,13
5219,2,3,2,227,0.1108824528588093,1,0,2,0,17,2209,1957,47079,16792,20
5220,0,3,0,604,0.2318652185315418,4,0,3,0,18,2202,499,87804,43072,12
5221,2,1,3,472,0.01862888615836,3,0,1,0,25,716,253,126516,31460,28
5222,2,2,3,176,0.2163561273848563,5,0,3,0,20,3831,1456,50814,10871,5
5223,2,0,0,341,0.4806500133296788,4,0,0,0,19,1261,510,110852,2803,11
5224,0,0,1,194,0.4329456346470891,4,0,2,0,28,2935,229,51753,3910,15
5225,2,3,0,518,0.5028894460577886,1,0,3,1,29,12305,5504,64244,27295,6
5226,1,3,2,223,0.1385798874179043,4,0,0,0,22,2061,1582,65703,13214,23
5227,1,4,0,370,0.5002853082029577,4,0,2,0,23,1055,2876,26399,210721,25
5228,2,0,2,729,0.0885201917270289,2,0,3,1,17,5349,2404,125053,40729,11
5229,3,4,3,447,0.9635113800429648,11,0,4,0,10,4001,3384,143100,50736,23
5230,1,2,1,482,0.6350068471208067,14,0,4,0,10,8495,2821,208943,49246,4
5231,3,0,3,345,0.6856692185285612,14,0,3,0,20,6411,3069,158112,40250,22
5232,2,3,2,191,0.4201980588698983,6,0,0,0,27,2783,225,50646,13720,21
5233,1,0,2,477,0.484605043063588,3,0,0,0,31,3735,84,9227,35356,1
5234,1,0,2,398,0.1046432951138856,2,1,4,0,23,2527,473,40170,14262,23
5235,3,3,0,433,0.2966258342624094,5,0,4,0,28,5646,1932,87723,73622,20
5236,2,5,3,971,0.0551984216665546,1,0,3,0,19,2130,1561,12217,27926,22
5237,1,2,3,547,0.0716085695897652,3,0,3,0,24,9673,119,130226,3314,2
5238,1,3,1,532,0.2133471671202558,11,0,1,0,20,4672,2676,82722,7622,19
5239,2,2,3,206,0.044794249097232,2,0,3,0,22,2024,1579,48830,47480,28
5240,0,4,1,744,0.1345736119192698,7,0,4,0,15,7913,2719,95953,7820,18
5241,1,0,3,609,0.0848251235864824,1,0,3,0,32,6608,3263,123399,15585,25
5242,1,2,3,348,0.5982409877528825,3,0,3,0,31,884,286,54893,12561,7
5243,1,4,1,476,0.0721103146496571,12,0,0,0,24,4769,2757,100828,91206,15
5244,2,3,3,402,0.9798238383786204,7,0,0,0,29,7000,2912,49600,22765,19
5245,3,0,1,305,0.7198101267065716,1,0,1,0,14,566,2545,62521,24740,26
5246,1,3,0,680,0.3485000303832218,3,0,1,0,30,6619,1502,156301,11300,2
5247,1,0,1,20,0.3786639533065508,11,0,0,0,16,3196,948,94558,1514,0
5248,0,1,0,197,0.6688641099800088,3,0,3,0,21,14548,1617,66766,27951,5
5249,2,0,1,538,0.2754557360003364,2,0,1,0,17,6497,3275,183719,54385,16
5250,2,2,3,330,0.4111230651425195,3,0,4,0,21,1678,493,243288,19288,5
5251,0,2,2,256,0.5305974629742538,0,0,4,0,28,2972,2724,53685,31142,7
5252,3,4,1,733,0.0596226094897726,6,0,0,0,2,2492,3137,85879,49219,0
5253,0,2,3,753,0.9838884961928492,3,0,3,0,3,2328,2268,54547,34204,16
5254,2,3,0,1265,0.2001470096478217,4,0,3,0,22,29267,476,42566,7670,9
5255,2,0,2,625,0.4655796560537336,14,0,4,0,27,6211,1320,82911,52742,2
5256,1,1,0,232,0.0678185745561131,4,0,4,0,26,412,456,60845,30710,24
5257,1,1,3,212,0.5530779203396721,3,1,3,0,22,10641,2727,13368,88883,29
5258,1,1,3,536,0.1957667471637167,2,0,0,0,15,1936,383,191937,32010,13
5259,1,3,0,584,0.3312159150419262,10,0,0,0,25,5644,2215,99676,26491,25
5260,0,0,0,187,0.29244153971792,5,0,1,0,13,7589,2020,13448,36966,18
5261,2,1,3,391,0.1557214516214117,2,0,0,0,29,1538,3656,41267,29824,17
5262,1,0,2,399,0.1754943721983978,2,0,3,0,17,4306,641,110510,47061,3
5263,1,1,3,728,0.7150559793459077,14,0,4,0,13,5588,4103,129259,21423,16
5264,0,0,1,72,0.6336141654524927,8,0,0,0,11,26,2483,144175,13163,16
5265,0,5,0,489,0.1455016715290762,7,0,4,0,21,10602,2160,152861,33417,17
5266,1,4,3,228,0.3816844431868784,14,0,1,0,2,7788,1364,108755,70590,2
5267,1,1,3,664,0.2799241242204165,4,0,3,0,23,7124,3266,124140,62353,18
5268,3,0,3,486,0.8303894144828993,8,0,4,0,14,6054,1941,130728,28509,4
5269,3,0,3,326,0.1401237373474013,2,0,1,1,40,426,188,41157,17983,7
5270,1,4,3,434,0.9827744596855476,12,0,0,0,16,7066,1306,107411,28279,27
5271,1,0,0,461,0.1559131336328701,5,0,2,0,22,3884,316,75225,16837,21
5272,3,3,0,693,0.8472936758046298,3,0,3,0,8,7175,3007,121341,12273,16
5273,1,2,0,619,0.6025119162292639,8,0,0,0,16,3110,1042,84809,5077,26
5274,0,3,0,461,0.1726215945445178,1,0,2,0,21,3181,508,10778,9579,11
5275,1,0,2,171,0.247409849349618,2,0,3,0,18,3026,327,28454,9229,4
5276,0,2,1,729,0.4785578650112851,9,0,4,0,0,3227,3306,10819,39217,4
5277,1,0,0,264,0.1584831001301112,4,0,3,0,30,8005,658,76288,27032,26
5278,1,0,0,399,0.1446971343801434,8,0,2,0,15,4934,207,48007,31080,25
5279,0,2,0,618,0.3710307010551662,9,0,4,0,28,-155,1830,126346,15382,13
5280,2,3,0,313,0.7500346061039548,9,0,4,0,28,4237,1787,205555,37085,28
5281,2,4,3,366,0.4569890247750366,5,0,0,0,19,1761,1266,50757,25855,1
5282,1,1,3,392,0.0586657463006567,8,0,4,0,33,10127,11187,57018,9317,15
5283,1,0,0,389,0.8459890925928485,8,0,4,0,16,9495,1308,78534,49507,6
5284,0,0,2,284,0.5801454077319086,6,0,1,0,27,6193,3005,113253,18893,2
5285,2,3,3,146,0.1715754384332071,3,0,1,0,25,182,266,61498,12825,17
5286,1,0,0,1517,0.3323984093059358,1,0,2,0,19,9205,421,47968,76226,8
5287,0,4,1,722,0.7485959759724058,6,0,4,0,8,830,3858,104028,56464,21
5288,2,4,0,721,0.8822682318682863,14,0,4,0,9,3384,2468,87553,45176,1
5289,1,1,3,266,0.4085259888614568,1,0,1,0,28,2004,1216,183204,12417,12
5290,2,4,3,555,0.8730020485494498,6,0,4,0,9,7775,2680,114158,54506,1
5291,3,3,1,721,0.8104949653487656,4,0,4,0,29,1308,1201,96328,70592,0
5292,1,2,0,1497,0.3927036722493162,3,0,3,0,18,990,3942,334821,9662,17
5293,2,1,1,328,0.9289728861995372,3,0,4,0,24,7603,3432,131934,31564,25
5294,1,3,1,384,0.486699915519338,6,0,1,1,27,765,3612,179986,72237,27
5295,0,0,3,475,0.0738873957082199,10,0,4,0,12,9910,1089,88948,17530,25
5296,1,2,2,422,0.1315991145372536,4,0,0,0,19,4637,603,43437,25224,3
5297,2,3,0,313,0.1898629870382797,5,0,1,0,23,1052,871,116186,47681,11
5298,1,2,2,312,0.1352876698626457,3,0,3,0,26,2592,648,186449,39127,22
5299,1,1,0,402,0.0540867106866941,3,0,1,0,15,16999,8512,85306,26793,15
5300,0,2,2,575,0.641962756400864,11,0,2,0,20,3082,784,78172,63196,8
5301,2,0,2,615,0.2394372413231014,8,0,3,0,26,444,2794,16600,24967,4
5302,0,0,1,454,0.7605272420390526,8,0,3,0,18,1071,790,151489,45937,20
5303,1,2,1,267,0.36279768259837,1,0,2,0,22,14629,1975,124035,44248,25
5304,2,1,3,204,0.5101622036583741,1,0,4,1,23,788,2375,19193,78077,21
5305,1,4,2,304,0.2863842004151866,2,0,0,0,25,2421,2215,69039,17079,7
5306,0,3,1,214,0.8599525140161087,8,0,0,0,14,1434,1662,94521,57667,14
5307,2,1,3,517,0.6133532587207207,10,0,3,0,27,5819,2028,148597,30386,23
5308,3,3,2,628,0.2341221115229229,1,1,1,0,26,2437,654,90275,219526,28
