CreditScore,AnnualIncome,LoanAmount,LoanDuration,Age,EmploymentStatus,MaritalStatus,NumberOfDependents,EducationLevel,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,InterestRate,PaymentHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,NetWorth,LengthOfCreditHistory,UtilityBillsPaymentHistory,JobTenure,CorrectPrediction,LoanApproved
595,83267.0,50083.0,12.0,68,2,2,0,1,0,182,0.3022038655010324,5,2,0.4203724583071478,0,0,0,0.2221722227373455,17,736,1260,29754,25154,4600,22,0.8865321569488184,5,0,0
551,15000.0,28000.0,96.0,36,0,2,3,0,0,628,0.2150826477149672,3,0,0.2133212630194591,0,2,1,0.2585489234165696,32,3171,2303,55106,24240,30866,15,0.95333732828292,5,1,0
471,39845.600000000006,18690.0,21.6,34,1,0,3,1,1,498,0.5961652523204207,10,3,0.3216252446985692,0,2,0,0.0396132907486074,1,1350,768,98559,38812,-16247,12,0.0317488680216569,4,1,0
688,51711.0,4945.280000000001,6.0,30,0,2,3,0,2,591,0.4112090492148328,3,3,0.7619550165239991,0,1,0,0.0934737466928067,16,3433,2437,60499,31265,41790,0,0.8896191973909143,1,0,1
366,55908.0,22859.0,4.5,52,0,3,3,1,0,402,0.882082831316429,5,9,0.8272658633224735,0,4,0,0.0701373384816223,14,2846,1138,148340,28808,37055,2,0.6813876496811327,34,1,0
719,37836.0,12725.760000000002,3.0,58,1,3,2,0,1,604,0.939334750550762,10,4,0.3307821038572414,0,4,0,0.2776798641326357,18,3799,937,106088,23118,71757,1,0.4062520561793624,9,0,1
436,46300.8,22123.0,15.3,36,2,3,1,1,1,781,0.3112673170516337,12,8,0.6911929053039918,0,4,0,0.2338206770862045,25,6538,3486,93252,46160,-1828,18,0.1319845432087123,11,1,0
558,92789.0,23743.0,12.0,37,0,1,2,4,2,783,0.1401173514839427,5,0,0.2506126247816439,0,0,0,0.2132270953557066,21,3360,507,43054,8943,34111,28,0.7342676594016632,7,1,1
499,48240.0,21823.0,17.1,35,1,3,1,4,1,582,0.3531590270570415,8,9,0.845488495235435,0,2,0,0.2894856885837231,10,5829,-153,7950,53439,39003,9,0.3033694798521161,12,1,0
431,56084.0,17034.0,12.6,50,1,0,4,1,3,608,0.4811092631622278,4,4,0.8042445335459423,0,4,1,0.1491188125385912,2,161,2247,83806,15686,61400,25,0.2151990064096195,15,1,0
614,54248.0,16861.0,96.0,65,0,1,3,1,1,565,0.3414067450846067,3,2,0.0623004756126635,0,0,0,0.2490193944546914,25,4952,8310,58750,95153,6867,10,0.5943030397483954,6,1,0
546,38348.0,42145.0,60.0,32,1,1,0,1,0,384,0.3507480308875482,2,0,0.3265916495717881,0,1,0,0.3034579796004872,29,2752,976,50078,43564,6514,22,0.8646672225005353,7,1,0
759,39545.600000000006,19029.0,2.7,54,1,0,0,4,1,720,0.6713111019764795,3,6,0.6154874338953652,0,4,0,0.1835391251416803,28,3025,3821,167776,58830,83887,10,0.1479454918783472,29,1,0
790,46392.0,30266.0,13.5,47,2,1,3,0,0,180,0.2640484792264114,0,4,0.6779459210534327,0,4,0,0.0857685162350492,29,5928,510,130630,72256,-24722,15,0.7282967173782674,7,1,0
502,48952.0,31925.0,23.4,34,1,0,2,1,0,502,0.8680617793747055,7,8,0.4879540297723267,0,4,0,0.1315130955113372,14,3945,3428,139956,20669,45421,11,0.416523728416087,4,1,0
785,78645.0,18367.36,13.0,52,1,1,4,2,0,666,0.8817159794615309,9,1,0.3978151641760606,0,1,0,0.0489258660392318,17,8191,2187,48324,44706,141622,4,0.6359520810524895,33,1,1
677,58204.0,18755.0,2.7,60,2,3,1,0,0,517,0.74158506482725,0,8,0.2966779887661066,0,3,0,0.1204870270640075,1,3293,1065,146563,59412,24125,8,0.3556687879970309,21,1,0
573,17037.0,8681.0,36.0,45,0,1,0,3,0,365,0.2058105302331178,0,0,0.2853341235561722,0,0,0,0.2365025441334853,19,7918,958,45246,37808,7438,5,0.7073308569671736,7,1,0
525,128765.0,13247.0,36.0,46,0,2,1,1,0,650,0.4577555218492787,3,1,0.439769865338141,0,3,0,0.2289342138608618,18,834,6664,61579,34218,27361,17,0.9180124473625534,4,1,1
559,118700.0,16777.0,84.0,52,0,1,3,3,3,297,0.2086911862890451,8,1,0.108396397409944,0,4,1,0.2916550464773483,23,3048,836,89326,16492,72834,7,0.8770384045000063,8,0,0
611,58064.0,18357.0,36.0,30,0,1,1,1,1,442,0.2892899483025513,5,1,0.317296808365045,0,4,0,0.160132032439159,29,756,6305,61638,19527,42111,11,0.9322041603132636,4,0,1
405,49505.600000000006,15635.0,15.3,30,0,0,1,4,1,784,0.4791466082135843,13,3,0.0189472756000165,0,0,0,0.0772186873407944,2,3618,-1167,47052,27380,64778,12,0.1988939361380546,10,1,0
377,48188.0,15632.0,7.2,57,1,3,2,2,2,711,0.6125920217489188,5,7,0.3868900536089054,0,3,0,0.2328714936621388,9,717,2341,139046,89919,79102,14,0.2521232551976168,21,1,0
521,62704.8,16370.0,9.0,50,1,3,4,3,0,238,0.5920776914083273,12,9,0.1931941802004435,0,3,0,0.0927767395456941,24,4373,2211,142166,28467,95432,13,0.069625486801484,10,0,0
589,73227.0,75266.0,48.0,41,1,2,0,0,3,703,0.4087398215063967,2,1,0.1085592679005017,0,1,0,0.2682249368053092,21,4090,2912,91618,81110,10508,2,0.6857536745424796,7,0,0
615,37946.0,17570.0,48.0,41,0,1,4,0,2,514,0.1175994245358138,2,2,0.0420347845963754,0,3,0,0.1998554040219525,31,3531,1698,94126,3568,90558,23,0.9399723240932252,4,1,0
589,69902.0,17278.0,36.0,36,0,2,0,0,2,1431,0.1628378328283302,0,0,0.3428473641117999,0,4,0,0.2039586285206989,21,4618,598,11733,18333,7447,22,0.9549046282584622,2,0,0
613,40873.0,8446.0,36.0,38,0,2,2,0,2,187,0.3611977266871952,5,0,0.1286078282614406,1,0,0,0.2129512906046552,26,1554,4458,40023,18659,21364,29,0.8563720966800257,5,1,0
580,94880.0,16964.0,36.0,36,0,2,2,0,3,486,0.1896780200704548,3,1,0.6438693643672238,0,2,0,0.2088983070108902,34,1499,5220,106502,21987,84515,28,0.8724570432251993,6,1,1
577,32631.0,27997.0,48.0,45,0,2,4,3,2,189,0.1931643333263953,1,0,0.1039791027094645,0,3,0,0.2763275302946545,22,196,1721,52232,220433,10351,9,0.6911115093070614,5,1,0
732,69764.0,11173.120000000004,22.0,44,2,1,1,1,0,826,0.1502823839975233,1,8,0.074395197536672,0,4,0,0.2323251714501912,5,4355,2529,100570,19426,40770,20,0.4208824845720655,4,1,1
552,134766.0,44899.0,24.0,47,0,2,0,4,3,641,0.5876323551630562,4,2,0.5865715745704029,1,3,0,0.2187528230933467,21,2025,1643,127530,99027,28503,3,0.7621052449888982,6,0,0
687,35714.0,12896.64,18.0,37,1,0,3,1,1,412,0.3953936594574618,14,2,0.2267906688303048,0,4,0,0.2294505842073795,6,6109,2521,149411,32615,7432,16,0.632255251687006,14,0,1
363,48172.8,7420.0,1.8,60,0,1,3,1,1,492,0.2689636146940887,8,2,0.5610015260367244,0,0,0,0.081631958601606,7,10897,1198,108226,57399,78687,3,0.3844272849645282,39,1,0
548,39960.0,13663.0,60.0,40,0,0,4,3,1,306,0.1615363160254772,2,1,0.0750902824180665,0,1,0,0.231844184112628,24,3611,1845,210196,72251,137945,20,0.9039248400734236,4,1,0
525,246909.0,19473.0,48.0,46,0,0,2,0,3,417,0.2696855481064299,5,0,0.1487659105029832,0,2,0,0.226893310259209,26,5467,360,175861,27720,148141,9,0.8138727165768836,5,1,1
568,71343.0,32367.0,72.0,51,0,2,5,4,2,384,0.2009877076484841,5,0,0.0995055427347658,0,1,0,0.2818549598781928,29,3701,1879,5624,2097,3527,2,0.7257008185738072,6,0,0
545,61707.0,34227.0,36.0,44,0,2,4,3,2,725,0.3036284248854808,2,0,0.3994846766360901,0,3,0,0.2489642305776539,20,1381,472,16173,9517,6656,1,0.6581597402167039,5,0,0
390,46660.0,18280.0,12.6,37,2,0,0,2,0,211,0.1919852051554001,2,0,0.5639768912836013,0,0,0,0.2282769277705592,18,5625,2710,105598,56737,43790,3,0.3878233990136487,3,1,0
595,15000.0,26012.0,108.0,54,0,1,3,2,3,511,0.2080577499014298,3,1,0.0411039863975674,0,4,0,0.2673973237020152,18,11486,2149,77891,27964,49927,18,0.7237756358323801,3,1,0
696,60257.0,8542.720000000001,10.0,53,0,3,2,0,3,487,0.2771782878785593,4,9,0.2971053171629011,0,4,0,0.0169156803835505,11,3136,3419,161421,14507,18342,21,0.1378696262964953,19,0,1
655,45604.0,57074.0,36.0,50,0,2,4,3,3,320,0.4603484725048987,2,3,0.3812001311188375,0,0,0,0.1966579811061243,17,827,817,175103,7199,167904,3,0.9242103942308753,6,1,0
551,50295.0,12447.36,6.0,48,2,3,3,3,1,703,0.7122904489769135,8,8,0.54908678042787,0,4,0,0.1170938019457756,16,4534,2771,132259,-6995,32259,3,0.9832587529229276,7,0,1
661,68788.0,11240.320000000002,25.0,34,2,2,4,1,0,325,0.1675848999566686,12,9,0.1097356689007761,0,4,0,0.1767979248152268,4,-3710,2149,122882,11483,70194,14,0.4724440737165973,15,1,1
709,52318.0,16917.120000000003,28.0,37,0,0,2,2,1,542,0.4293145401540106,12,6,0.2830391821030683,0,2,0,0.0248342354851184,25,2305,3260,120388,23288,20021,16,0.8698686580674201,19,0,1
366,42554.4,23144.0,4.5,51,1,2,4,1,0,116,0.9891643140928664,13,3,0.3907902447982826,0,1,0,0.1149167176700333,21,2320,2454,172316,54119,18437,12,0.6343429998548226,10,1,0
604,30898.0,9804.0,60.0,35,0,0,1,1,2,821,0.2110823127402185,3,1,0.2550051217419744,0,1,0,0.2117220985612922,29,10588,975,167873,18459,149414,24,0.8878953724734514,1,1,0
579,96440.0,28079.0,48.0,40,0,0,2,0,2,636,0.2935955700405928,2,2,0.1804088614112001,1,3,1,0.2314883293070057,34,3954,6276,10230,20547,4331,25,0.956367211760919,3,0,0
575,36303.0,54999.0,36.0,31,0,1,5,3,0,289,0.3761669304007792,12,1,0.1104638195271192,1,3,0,0.2279529648849534,34,795,959,103099,16484,86615,24,0.8767820172155634,5,1,0
633,103310.0,23314.0,36.0,50,0,2,1,1,1,248,0.6326669541416055,1,0,0.4437230004984998,0,4,0,0.1866378188072957,24,4777,2795,17379,59289,2354,13,0.8460816985466239,3,1,1
623,53574.0,31388.0,36.0,43,0,2,3,1,2,227,0.1108824528588093,1,0,0.4014539159818339,0,2,0,0.1845972020316342,17,2209,1957,47079,16792,30287,20,0.8680387098828835,4,1,0
655,49826.0,29378.0,48.0,54,1,0,3,2,0,604,0.2318652185315418,4,3,0.1859368796669108,0,3,0,0.2347314763489766,18,2202,499,87804,43072,44732,12,0.8654804407434084,4,1,0
528,36777.0,26962.0,60.0,35,0,2,1,3,3,472,0.01862888615836,3,0,0.217719834836632,0,1,0,0.2758018320381589,25,716,253,126516,31460,95056,28,0.6968267878079222,8,1,0
462,61529.0,27348.0,12.0,37,2,2,2,1,3,176,0.2163561273848563,5,1,0.5166138109248515,0,3,0,0.2792484757788482,20,3831,1456,50814,10871,39943,5,0.6554457706131255,3,0,0
594,15000.0,21390.0,48.0,36,0,2,0,3,0,341,0.4806500133296788,4,1,0.1616141207205566,0,0,0,0.2208260943121301,19,1261,510,110852,2803,108049,11,0.8572658694421111,3,1,0
522,21573.0,12419.0,48.0,34,0,0,0,1,1,194,0.4329456346470891,4,1,0.4087024481540232,0,2,0,0.2317055964553329,28,2935,229,51753,3910,47843,15,0.9201862929842988,7,1,0
521,15000.0,27936.0,48.0,22,2,2,3,1,0,518,0.5028894460577886,1,0,0.329667150613843,0,3,1,0.2588650330544083,29,12305,5504,64244,27295,36949,6,0.8161847730877776,10,1,0
578,24764.0,12460.0,12.0,27,0,1,3,0,2,223,0.1385798874179043,4,0,0.1466744154319596,0,0,0,0.1874462555919318,22,2061,1582,65703,13214,52489,23,0.7612419683935517,8,1,0
569,35394.0,18581.0,36.0,53,0,1,4,3,0,370,0.5002853082029577,4,0,0.570932101206425,0,2,0,0.2454805869117549,23,1055,2876,26399,210721,5098,25,0.9661112667734216,5,1,0
419,63812.0,19577.0,12.6,50,1,2,0,4,2,729,0.0885201917270289,2,4,0.4328235675772673,0,3,1,0.1085755330777963,17,5349,2404,125053,40729,29807,11,0.8145286267403038,31,0,0
729,64098.0,8864.640000000001,7.0,41,0,3,4,2,3,447,0.9635113800429648,11,3,0.7000349047209476,0,4,0,0.0373119331011708,10,4001,3384,143100,50736,65961,23,0.6736681503941193,14,1,1
397,37896.8,31278.0,2.7,49,2,1,2,0,1,482,0.6350068471208067,14,9,0.8857860450397992,0,4,0,0.1842562914773586,10,8495,2821,208943,49246,-1039,4,0.9871036111732616,3,1,0
480,39836.8,22608.0,6.3,55,2,3,0,4,3,345,0.6856692185285612,14,3,0.3545644795440058,0,3,0,0.1477717666722007,20,6411,3069,158112,40250,14829,22,0.1040216150737662,35,1,0
597,63865.0,18781.0,60.0,50,2,2,3,3,2,191,0.4201980588698983,6,1,0.2560660395096922,0,0,0,0.2147936181838948,27,2783,225,50646,13720,36926,21,0.9177087799975152,7,0,0
553,15000.0,14169.0,72.0,50,0,1,0,0,2,477,0.484605043063588,3,0,0.3493268163454275,0,0,0,0.2548489525015304,31,3735,84,9227,35356,9417,1,0.9530474969721964,7,1,0
503,30314.0,20336.0,60.0,25,1,1,0,0,2,398,0.1046432951138856,2,1,0.537241093386972,1,4,0,0.2346151011353848,23,2527,473,40170,14262,25908,23,0.6109069411279825,8,1,0
323,56268.8,13997.0,9.0,43,0,3,3,0,0,433,0.2966258342624094,5,8,0.1447147433916161,0,4,0,0.0612023743983854,28,5646,1932,87723,73622,84481,20,0.4415375805485669,3,1,0
578,64251.0,23040.0,60.0,37,0,2,5,1,3,971,0.0551984216665546,1,2,0.1525418853543691,0,3,0,0.2473375259938797,19,2130,1561,12217,27926,10494,22,0.6521889712662886,5,0,0
491,88691.0,25978.0,48.0,59,0,1,2,1,3,547,0.0716085695897652,3,0,0.3830952657574337,0,3,0,0.25032745028803,24,9673,119,130226,3314,126912,2,0.8823079057161433,4,1,1
776,67689.0,12058.88,22.0,43,0,1,3,1,1,532,0.2133471671202558,11,1,0.078727986786983,0,1,0,0.2044764267081806,20,4672,2676,82722,7622,59496,19,0.4176260499441254,2,1,1
544,23211.0,58425.0,12.0,36,2,2,2,3,3,206,0.044794249097232,2,1,0.3931250650697802,0,3,0,0.2051731337745381,22,2024,1579,48830,47480,1350,28,0.8664855128379111,8,1,0
800,75240.0,13038.080000000002,10.0,54,1,0,4,2,1,744,0.1345736119192698,7,7,0.008697861587957,0,4,0,0.2923539008925663,15,7913,2719,95953,7820,56141,18,0.918438789432061,24,1,1
596,35254.0,26124.0,60.0,60,0,1,0,0,3,609,0.0848251235864824,1,1,0.3807088646988003,0,3,0,0.2665991475942657,32,6608,3263,123399,15585,107814,25,0.919189457365904,7,1,0
583,51706.0,18732.0,48.0,42,0,1,2,3,3,348,0.5982409877528825,3,0,0.3567713265767789,0,3,0,0.2015895154430884,31,884,286,54893,12561,42332,7,0.8396526149385822,3,1,0
520,50736.8,9861.0,13.5,38,2,1,4,3,1,476,0.0721103146496571,12,3,0.3288031695154449,0,0,0,0.1301630568644518,24,4769,2757,100828,91206,53700,15,0.8802759671524727,3,1,0
659,86504.0,15446.4,18.0,46,0,2,3,4,3,402,0.9798238383786204,7,4,0.7921705248984431,0,0,0,0.2090250536663636,29,7000,2912,49600,22765,54253,19,0.3702237242360612,27,1,1
690,69596.0,10302.72,21.0,44,1,3,0,3,1,305,0.7198101267065716,1,4,0.6750005525506584,0,1,0,0.1837669014494252,14,566,2545,62521,24740,114106,26,0.6107087332092929,16,1,1
506,43072.0,19571.0,12.0,26,0,1,3,0,0,680,0.3485000303832218,3,3,0.1198153004151409,0,1,0,0.2130600826363723,30,6619,1502,156301,11300,145001,2,0.8014778269311585,5,1,0
459,51893.600000000006,20020.0,6.3,35,1,1,0,4,1,20,0.3786639533065508,11,4,0.2297099305938855,0,0,0,0.2371078289007156,16,3196,948,94558,1514,9711,0,0.370230941539877,4,1,0
636,24386.0,25273.0,12.0,69,0,0,1,3,0,197,0.6688641099800088,3,1,0.0688900761769835,0,3,0,0.1582540341957951,21,14548,1617,66766,27951,38815,5,0.7177161965272882,11,1,0
524,58085.0,11445.120000000004,6.0,37,1,2,0,3,1,538,0.2754557360003364,2,3,0.3953727049844245,0,1,0,0.0626167695577894,17,6497,3275,183719,54385,28552,16,0.2562682094208846,16,0,1
588,51509.0,10930.0,72.0,45,0,2,2,1,3,330,0.4111230651425195,3,1,0.3154373461503887,0,4,0,0.2268004151492302,21,1678,493,243288,19288,224000,5,0.8456135198272404,4,1,0
842,60252.8,22974.0,7.2,57,2,0,2,1,2,256,0.5305974629742538,0,7,0.0469535852963322,0,4,0,0.1505651904098054,28,2972,2724,53685,31142,53748,7,0.0428993540102919,21,1,0
641,38679.2,22092.0,3.6,59,0,3,4,0,1,733,0.0596226094897726,6,1,0.9485100090874086,0,0,0,0.2630057526337738,2,2492,3137,85879,49219,22005,0,0.6300630228331212,8,1,0
308,53867.2,21269.0,16.2,43,2,0,2,2,3,753,0.9838884961928492,3,7,0.6163902570125824,0,3,0,0.127896544520037,3,2328,2268,54547,34204,26438,16,0.5615070884931943,5,1,0
644,57650.0,17282.0,24.0,55,0,2,3,3,0,1265,0.2001470096478217,4,0,0.2047014369696506,0,3,0,0.1621644621962618,22,29267,476,42566,7670,34896,9,0.7344269352937011,10,1,0
356,62012.0,21875.0,3.6,55,2,2,0,1,2,625,0.4655796560537336,14,3,0.8853402341192196,0,4,0,0.2901904449905587,27,6211,1320,82911,52742,70930,2,0.6890916612253295,17,0,0
582,63289.0,21684.0,48.0,48,0,1,1,0,0,232,0.0678185745561131,4,0,0.2091586958949483,0,4,0,0.2493689887811712,26,412,456,60845,30710,30135,24,0.7874647365525823,9,0,0
650,74990.0,18040.0,84.0,40,0,1,1,4,3,212,0.5530779203396721,3,2,0.4932076314156981,1,3,0,0.2385827461019324,22,10641,2727,13368,88883,2275,29,0.798466179451317,6,0,0
548,58111.0,12774.0,48.0,21,0,1,1,1,3,536,0.1957667471637167,2,1,0.4592966034641489,0,0,0,0.2160745218407858,15,1936,383,191937,32010,159927,13,0.7627783490943773,7,0,1
407,47892.0,15033.0,4.5,59,2,1,3,1,0,584,0.3312159150419262,10,2,0.2593684526886073,0,0,0,0.2161041801922114,25,5644,2215,99676,26491,81759,25,0.0818321834103796,18,1,0
615,34588.0,16403.0,24.0,57,2,0,0,1,0,187,0.29244153971792,5,1,0.3067504706379654,0,1,0,0.1853932476847615,13,7589,2020,13448,36966,5361,18,0.8893949348868467,6,1,0
639,42636.0,22838.0,120.0,37,2,2,1,4,3,391,0.1557214516214117,2,1,0.1954556979536709,0,0,0,0.272647379464946,29,1538,3656,41267,29824,11443,17,0.9068246410930378,5,1,0
624,34564.0,31027.0,84.0,40,0,1,0,1,2,399,0.1754943721983978,2,0,0.353029670452448,0,3,0,0.22186493576663,17,4306,641,110510,47061,63449,3,0.8278289558264371,5,1,0
796,50429.0,9366.4,9.0,53,0,1,1,4,3,728,0.7150559793459077,14,0,0.6130848667864516,0,4,0,0.1233472412913636,13,5588,4103,129259,21423,93274,16,0.1134217548704673,7,0,1
549,69889.0,12851.2,14.0,48,2,0,0,1,1,72,0.6336141654524927,8,9,0.3520837611677272,0,0,0,0.1739522556051251,11,26,2483,144175,13163,31286,16,0.938480784762425,3,1,1
493,46278.0,33213.0,36.0,27,0,0,5,4,0,489,0.1455016715290762,7,2,0.3488736740871376,0,4,0,0.3204498346963083,21,10602,2160,152861,33417,119444,17,0.8580131356044274,9,1,0
412,46196.0,23687.0,1.8,40,0,1,4,0,3,228,0.3816844431868784,14,3,0.4718858993341871,0,1,0,0.0245736762186387,2,7788,1364,108755,70590,17528,2,0.168893655418601,0,1,0
647,79984.0,20063.0,60.0,47,1,1,1,2,3,664,0.2799241242204165,4,0,0.3018143026973721,0,3,0,0.1941358647832825,23,7124,3266,124140,62353,61787,18,0.8475487093379931,10,1,1
532,54235.0,13659.520000000002,6.0,34,2,3,0,0,3,486,0.8303894144828993,8,5,0.5004515031803317,0,4,0,0.1852383005214164,14,6054,1941,130728,28509,52611,4,0.238446827596183,4,0,1
658,124725.0,19662.0,36.0,62,0,3,0,4,3,326,0.1401237373474013,2,0,0.2009222590982234,0,1,1,0.1818109517191554,40,426,188,41157,17983,23174,7,0.792964112871435,2,1,1
611,83248.0,12347.520000000002,6.0,52,1,1,4,2,3,434,0.9827744596855476,12,2,0.4653370069170673,0,0,0,0.0924990575968578,16,7066,1306,107411,28279,60112,27,0.979911993249618,31,1,1
532,140788.0,13514.0,24.0,29,0,1,0,4,0,461,0.1559131336328701,5,1,0.2723234068432566,0,2,0,0.2222619197162569,22,3884,316,75225,16837,58388,21,0.7806382544282285,6,1,1
623,90319.0,15527.04,6.0,56,2,3,3,2,0,693,0.8472936758046298,3,8,0.6896030528391945,0,3,0,0.2292722788556672,8,7175,3007,121341,12273,68241,16,0.1425671815716173,13,1,1
809,44109.0,8192.640000000001,15.0,45,1,1,2,0,0,619,0.6025119162292639,8,6,0.4220001203194244,0,0,0,0.2898965331679184,16,3110,1042,84809,5077,64507,26,0.6141661338796576,2,0,1
616,72275.0,16372.0,72.0,42,0,0,3,3,0,461,0.1726215945445178,1,1,0.015057624426834,0,2,0,0.205054355130804,21,3181,508,10778,9579,1199,11,0.9140739906913729,6,1,1
641,64263.0,45079.0,48.0,33,0,1,0,2,2,171,0.247409849349618,2,1,0.2245586173723044,0,3,0,0.198983588093896,18,3026,327,28454,9229,19225,4,0.974521424758606,3,0,0
366,64672.8,26176.0,26.1,33,2,0,2,4,1,729,0.4785578650112851,9,5,0.9389966835625494,0,4,0,0.0308569770162743,0,3227,3306,10819,39217,98465,4,0.6169899125554085,12,0,0
606,81573.0,45282.0,36.0,31,0,1,0,1,0,264,0.1584831001301112,4,0,0.1915626281142273,0,3,0,0.2407224974271169,30,8005,658,76288,27032,49256,26,0.8048892481315633,6,0,0
616,33931.0,11376.0,72.0,49,0,1,0,0,0,399,0.1446971343801434,8,2,0.213433445986712,0,2,0,0.2258556884942179,15,4934,207,48007,31080,16927,25,0.7548424002023717,8,1,0
553,53584.8,27604.0,2.7,51,2,0,2,4,0,618,0.3710307010551662,9,2,0.9311566781374304,0,4,0,0.039679156874387,28,-155,1830,126346,15382,62423,13,0.6602219059387474,23,1,0
579,54089.0,13226.880000000005,16.0,47,0,2,3,1,0,313,0.7500346061039548,9,8,0.6185923464134438,0,4,0,0.2921756948417914,28,4237,1787,205555,37085,71312,28,0.340181927959946,6,0,1
604,84645.0,20790.0,36.0,58,0,2,4,0,3,366,0.4569890247750366,5,1,0.4167268409985443,0,0,0,0.1921474507529613,19,1761,1266,50757,25855,24902,1,0.8128175481323828,8,1,1
480,66762.0,25392.0,48.0,49,0,1,1,3,3,392,0.0586657463006567,8,0,0.0492114855876708,0,4,0,0.2269054161180756,33,10127,11187,57018,9317,47701,15,0.9488656823783784,4,1,1
776,25557.6,19994.0,0.9,60,0,1,0,1,0,389,0.8459890925928485,8,6,0.0648999902995054,0,4,0,0.1093116812685293,16,9495,1308,78534,49507,49074,6,0.7714376403392006,31,1,0
545,21049.6,19746.0,7.2,45,1,0,0,3,2,284,0.5801454077319086,6,4,0.7701423128378471,0,1,0,0.2547638671730844,27,6193,3005,113253,18893,44530,2,0.2883761780051763,10,1,0
513,86748.0,18720.0,72.0,30,0,2,3,4,3,146,0.1715754384332071,3,0,0.08690877042281,0,1,0,0.2848032744803894,25,182,266,61498,12825,48673,17,0.9294939703163776,3,1,1
486,77037.0,16070.0,48.0,37,0,1,0,3,0,1517,0.3323984093059358,1,0,0.0452341673300293,0,2,0,0.2843046347992028,19,9205,421,47968,76226,6751,8,0.8090819472226876,7,0,0
842,41195.0,18317.44,7.0,48,1,0,4,0,1,722,0.7485959759724058,6,0,0.1404652610762802,0,4,0,0.1776934466559967,8,830,3858,104028,56464,10120,21,0.4916605533802926,28,0,1
454,37544.0,22238.0,16.2,43,2,2,4,2,0,721,0.8822682318682863,14,4,0.438167000703059,0,4,0,0.1302936620504764,9,3384,2468,87553,45176,40535,1,0.0281858263095949,6,1,0
670,181787.0,9142.0,48.0,54,0,1,1,1,3,266,0.4085259888614568,1,1,0.1354247105370307,0,1,0,0.2029704,28,2004,1216,183204,12417,170787,12,0.8084294604351787,5,1,1
607,40986.4,9841.0,2.7,51,2,2,4,0,3,555,0.8730020485494498,6,5,0.6029701874229003,0,4,0,0.2596811663420762,9,7775,2680,114158,54506,76405,1,0.9820022178918444,33,1,0
325,37961.6,19225.0,2.7,48,1,3,3,3,1,721,0.8104949653487656,4,2,0.1729515486325741,0,4,0,0.1107261723514172,29,1308,1201,96328,70592,31927,0,0.6752333281963286,16,1,0
606,100856.0,12280.0,36.0,55,0,1,2,4,0,1497,0.3927036722493162,3,1,0.3857323383120181,0,3,0,0.2331359999999999,18,990,3942,334821,9662,325159,17,0.8985089760874507,4,1,1
759,34599.0,7564.8,12.0,45,1,2,1,2,1,328,0.9289728861995372,3,7,0.4083226343137258,0,4,0,0.2503313551132279,24,7603,3432,131934,31564,7922,25,0.1696658472310956,0,0,1
418,27509.6,10578.0,10.8,49,1,1,3,2,1,384,0.486699915519338,6,8,0.0647483189185391,0,1,1,0.2996407223582828,27,765,3612,179986,72237,6958,27,0.9152433332931356,15,1,0
538,50196.0,21614.0,9.9,51,2,0,0,4,3,475,0.0738873957082199,10,6,0.5237699606113431,0,4,0,0.1071082001885674,12,9910,1089,88948,17530,7062,25,0.8074402395683523,8,1,0
596,40974.0,30957.0,60.0,47,0,1,2,3,2,422,0.1315991145372536,4,0,0.1888260090841766,0,0,0,0.2356431924449407,19,4637,603,43437,25224,18213,3,0.8975210759665838,5,1,0
564,52049.0,21869.0,72.0,43,0,2,3,4,0,313,0.1898629870382797,5,2,0.5557615582306585,0,1,0,0.2949635903778436,23,1052,871,116186,47681,68505,11,0.8279605418068275,5,1,0
551,37487.0,13712.0,48.0,44,0,1,2,1,2,312,0.1352876698626457,3,1,0.2708171950531304,0,3,0,0.2304543615179259,26,2592,648,186449,39127,147322,22,0.7194652437091869,4,0,1
541,37418.0,28641.0,24.0,19,0,1,1,3,0,402,0.0540867106866941,3,1,0.4513862274812152,0,1,0,0.2090647479154481,15,16999,8512,85306,26793,58513,15,0.801298334948126,6,1,0
489,54764.8,29290.0,5.4,27,2,0,2,3,2,575,0.641962756400864,11,9,0.7142758441537941,0,2,0,0.0446582030325245,20,3082,784,78172,63196,39753,8,0.7389517239881819,0,1,0
454,129757.0,17718.0,120.0,18,0,2,0,1,2,615,0.2394372413231014,8,1,0.524641216872798,0,3,0,0.3231041916198472,26,444,2794,16600,24967,2833,4,0.6750898066939764,5,0,0
436,54191.2,15967.0,3.6,46,2,0,0,0,1,454,0.7605272420390526,8,2,0.6378158102812862,0,3,0,0.2241880783460885,18,1071,790,151489,45937,33504,20,0.4477760433198512,2,1,0
539,48271.0,15338.0,24.0,40,0,1,2,0,1,267,0.36279768259837,1,2,0.3253223814315828,0,2,0,0.2459284569114432,22,14629,1975,124035,44248,79787,25,0.751273640990082,4,1,0
608,93218.0,27579.0,48.0,57,0,2,1,0,3,204,0.5101622036583741,1,1,0.2977221525328979,0,4,1,0.2426281911798444,23,788,2375,19193,78077,1153,21,0.6552934821553257,6,0,0
